game_pk,team,hrs
717356,Detroit Tigers,2
717355,Colorado Rockies,2
717352,Los Angeles Angels,1
717352,New York Yankees,1
717349,Oakland Athletics,2
717350,Minnesota Twins,4
717350,Seattle Mariners,1
717348,Cleveland Guardians,1
717343,Baltimore Orioles,1
717343,Los Angeles Dodgers,2
717346,Tampa Bay Rays,1
717346,Texas Rangers,2
717351,Miami Marlins,1
717351,St. Louis Cardinals,1
717345,Colorado Rockies,1
717345,Houston Astros,1
717344,Boston Red Sox,1
717344,Oakland Athletics,3
717347,Philadelphia Phillies,1
717339,Los Angeles Angels,2
717339,New York Yankees,2
717342,Cincinnati Reds,1
717342,San Francisco Giants,1
717341,Chicago White Sox,1
717341,New York Mets,1
717340,Atlanta Braves,2
717336,Chicago Cubs,2
717336,Washington Nationals,1
717333,Detroit Tigers,1
717335,Minnesota Twins,3
717335,Seattle Mariners,2
717337,Arizona Diamondbacks,3
717337,Atlanta Braves,4
717334,Cincinnati Reds,1
717334,San Francisco Giants,1
717329,Milwaukee Brewers,1
717331,Toronto Blue Jays,2
717330,New York Mets,1
717327,Seattle Mariners,2
717322,St. Louis Cardinals,2
717323,Houston Astros,1
717325,Chicago Cubs,2
717317,Detroit Tigers,2
717317,San Diego Padres,2
717320,Tampa Bay Rays,2
717319,Colorado Rockies,3
717326,San Francisco Giants,2
717326,Washington Nationals,2
717318,Kansas City Royals,2
717318,New York Yankees,3
717321,Arizona Diamondbacks,3
717321,Cincinnati Reds,1
717324,New York Mets,2
717315,Philadelphia Phillies,2
717316,Los Angeles Dodgers,1
717316,Texas Rangers,2
717314,Chicago White Sox,2
717314,Minnesota Twins,4
717313,Atlanta Braves,2
717313,Milwaukee Brewers,1
717312,Los Angeles Angels,4
717312,Pittsburgh Pirates,4
717310,Houston Astros,4
717311,Toronto Blue Jays,1
717304,Kansas City Royals,1
717304,New York Yankees,2
717306,Colorado Rockies,1
717324,New York Mets,2
717308,St. Louis Cardinals,2
717305,Los Angeles Dodgers,5
717305,Texas Rangers,1
717303,Arizona Diamondbacks,1
717303,Cincinnati Reds,3
717301,Seattle Mariners,4
717301,Toronto Blue Jays,3
717299,San Diego Padres,3
717307,Washington Nationals,1
717309,Boston Red Sox,5
717296,Atlanta Braves,1
717295,Houston Astros,1
717295,Oakland Athletics,2
717297,Pittsburgh Pirates,1
717288,Detroit Tigers,2
717290,San Francisco Giants,1
717290,Washington Nationals,1
717294,Kansas City Royals,4
717294,New York Yankees,2
717289,Arizona Diamondbacks,1
717289,Cincinnati Reds,2
717291,Baltimore Orioles,2
717291,Tampa Bay Rays,1
717283,Cleveland Guardians,3
717292,Colorado Rockies,2
717285,Chicago White Sox,2
717287,Atlanta Braves,2
717287,Milwaukee Brewers,1
717286,Chicago Cubs,1
717284,Los Angeles Dodgers,1
717279,Houston Astros,2
717279,Oakland Athletics,1
717278,Los Angeles Angels,4
717278,Pittsburgh Pirates,1
717281,Seattle Mariners,1
717281,Toronto Blue Jays,2
717298,Boston Red Sox,1
717280,Baltimore Orioles,2
717282,Colorado Rockies,1
717282,Washington Nationals,1
717277,Kansas City Royals,2
717275,Seattle Mariners,2
717274,Houston Astros,1
717274,Texas Rangers,2
717273,Cincinnati Reds,1
717273,Milwaukee Brewers,1
717276,Pittsburgh Pirates,4
717276,San Diego Padres,2
717268,Arizona Diamondbacks,1
717268,St. Louis Cardinals,2
717271,Los Angeles Dodgers,2
717271,Toronto Blue Jays,1
717265,Detroit Tigers,1
717267,Baltimore Orioles,1
717267,Philadelphia Phillies,1
717270,Tampa Bay Rays,1
717269,Colorado Rockies,1
717269,Washington Nationals,2
717266,New York Mets,3
717260,Cleveland Guardians,2
717261,Boston Red Sox,1
717264,Minnesota Twins,2
717264,Seattle Mariners,3
717255,Houston Astros,2
717255,Texas Rangers,1
717263,Chicago Cubs,4
717262,Cincinnati Reds,1
717262,Milwaukee Brewers,1
717258,San Diego Padres,3
717256,Los Angeles Dodgers,2
717256,Toronto Blue Jays,1
717257,Colorado Rockies,3
717252,Miami Marlins,1
717249,Cleveland Guardians,3
717249,Kansas City Royals,1
717250,Minnesota Twins,4
717250,Seattle Mariners,3
717254,Milwaukee Brewers,1
717244,Arizona Diamondbacks,2
717244,St. Louis Cardinals,5
717246,Pittsburgh Pirates,3
717253,Toronto Blue Jays,2
717245,Baltimore Orioles,1
717245,Philadelphia Phillies,1
717242,Atlanta Braves,1
717242,Boston Red Sox,3
717239,Houston Astros,2
717239,Texas Rangers,4
717240,Chicago Cubs,2
717240,Chicago White Sox,1
717251,San Francisco Giants,2
717247,Los Angeles Angels,4
717243,Los Angeles Angels,2
717247,Los Angeles Angels,4
717238,Chicago Cubs,1
717238,St. Louis Cardinals,2
717233,Chicago White Sox,2
718780,Chicago Cubs,0
718777,Chicago Cubs,0
718775,Chicago Cubs,0
718769,Chicago Cubs,0
718763,Chicago Cubs,0
718759,Chicago Cubs,0
718751,Chicago Cubs,0
718743,Chicago Cubs,0
718682,Chicago Cubs,0
718684,Chicago Cubs,0
718675,Chicago Cubs,0
718684,Chicago Cubs,0
718663,Chicago Cubs,0
718653,Chicago Cubs,0
718639,Chicago Cubs,0
718637,Chicago Cubs,0
718634,Chicago Cubs,0
718629,Chicago Cubs,0
718602,Chicago Cubs,0
718593,Chicago Cubs,0
718584,Chicago Cubs,0
718582,Chicago Cubs,0
718562,Chicago Cubs,0
718545,Chicago Cubs,0
718549,Chicago Cubs,0
718531,Chicago Cubs,0
718523,Chicago Cubs,0
718496,Chicago Cubs,0
718492,Chicago Cubs,0
718484,Chicago Cubs,0
718488,Chicago Cubs,0
718488,Chicago Cubs,0
718474,Chicago Cubs,0
718459,Chicago Cubs,0
718463,Chicago Cubs,0
718436,Chicago Cubs,0
718422,Chicago Cubs,0
718418,Chicago Cubs,0
718414,Chicago Cubs,0
718410,Chicago Cubs,0
718404,Chicago Cubs,0
718379,Chicago Cubs,0
718369,Chicago Cubs,0
718367,Chicago Cubs,0
718359,Chicago Cubs,0
718337,Chicago Cubs,0
718335,Chicago Cubs,0
718333,Chicago Cubs,0
718301,Chicago Cubs,0
718294,Chicago Cubs,0
718291,Chicago Cubs,0
718274,Chicago Cubs,0
718273,Chicago Cubs,0
718256,Chicago Cubs,0
718248,Chicago Cubs,0
718234,Chicago Cubs,0
718227,Chicago Cubs,0
718214,Chicago Cubs,0
718179,Chicago Cubs,0
718173,Chicago Cubs,0
718178,Chicago Cubs,0
718186,Chicago Cubs,0
718162,Chicago Cubs,0
718155,Chicago Cubs,0
718144,Chicago Cubs,0
718117,Chicago Cubs,0
718111,Chicago Cubs,0
718103,Chicago Cubs,0
718086,Chicago Cubs,0
718049,Chicago Cubs,0
718048,Chicago Cubs,0
718030,Chicago Cubs,0
718032,Chicago Cubs,0
718029,Chicago Cubs,0
718027,Chicago Cubs,0
718022,Chicago Cubs,0
718004,Chicago Cubs,0
717990,Chicago Cubs,0
717988,Chicago Cubs,0
717974,Chicago Cubs,0
717976,Chicago Cubs,0
717967,Chicago Cubs,0
717960,Chicago Cubs,0
717951,Chicago Cubs,0
717953,Chicago Cubs,0
717939,Chicago Cubs,0
717922,Chicago Cubs,0
717924,Chicago Cubs,0
717925,Chicago Cubs,0
717918,Chicago Cubs,0
717885,Chicago Cubs,0
717915,Chicago Cubs,0
717910,Chicago Cubs,0
717911,Chicago Cubs,0
717916,Chicago Cubs,0
717904,Chicago Cubs,0
717884,Chicago Cubs,0
717879,Chicago Cubs,0
717873,Chicago Cubs,0
717869,Chicago Cubs,0
717858,Chicago Cubs,0
717862,Chicago Cubs,0
717862,Chicago Cubs,0
717829,Chicago Cubs,0
717831,Chicago Cubs,0
717823,Chicago Cubs,0
717774,Chicago Cubs,0
717768,Chicago Cubs,0
717766,Chicago Cubs,0
717747,Chicago Cubs,0
717736,Chicago Cubs,0
717728,Chicago Cubs,0
717734,Chicago Cubs,0
717717,Chicago Cubs,0
717715,Chicago Cubs,0
717702,Chicago Cubs,0
717703,Chicago Cubs,0
717704,Chicago Cubs,0
717698,Chicago Cubs,0
717681,Chicago Cubs,0
717690,Chicago Cubs,0
717678,Chicago Cubs,0
717674,Chicago Cubs,0
717653,Chicago Cubs,0
717625,Chicago Cubs,0
717623,Chicago Cubs,0
717604,Chicago Cubs,0
717591,Chicago Cubs,0
717575,Chicago Cubs,0
717573,Chicago Cubs,0
717546,Chicago Cubs,0
717537,Chicago Cubs,0
717529,Chicago Cubs,0
717527,Chicago Cubs,0
717511,Chicago Cubs,0
717494,Chicago Cubs,0
717490,Chicago Cubs,0
717468,Chicago Cubs,0
717458,Chicago Cubs,0
717442,Chicago Cubs,0
717446,Chicago Cubs,0
717427,Chicago Cubs,0
717412,Chicago Cubs,0
717393,Chicago Cubs,0
717402,Chicago Cubs,0
717388,Chicago Cubs,0
717386,Chicago Cubs,0
717385,Chicago Cubs,0
717368,Chicago Cubs,0
717366,Chicago Cubs,0
717338,Chicago Cubs,0
717332,Chicago Cubs,0
717328,Chicago Cubs,0
717300,Chicago Cubs,0
717302,Chicago Cubs,0
717293,Chicago Cubs,0
717259,Chicago Cubs,0
717272,Chicago Cubs,0
717248,Chicago Cubs,0
717241,Chicago Cubs,0
717236,Miami Marlins,1
717234,Philadelphia Phillies,1
717237,Baltimore Orioles,1
717235,Los Angeles Angels,1
717235,Toronto Blue Jays,3
717230,New York Mets,2
717230,Washington Nationals,1
717228,Chicago White Sox,2
717231,Atlanta Braves,3
717231,Milwaukee Brewers,1
717229,Houston Astros,1
717229,Tampa Bay Rays,1
717232,Kansas City Royals,2
717226,Chicago Cubs,1
717226,St. Louis Cardinals,2
717227,Colorado Rockies,1
717227,Oakland Athletics,2
717223,Chicago Cubs,0
717224,San Diego Padres,1
717225,Cincinnati Reds,2
717220,Boston Red Sox,1
717220,San Francisco Giants,1
717222,Toronto Blue Jays,3
717218,Detroit Tigers,2
717216,Pittsburgh Pirates,1
717215,New York Mets,4
717207,Kansas City Royals,2
717207,Minnesota Twins,1
717217,Chicago White Sox,2
717221,San Francisco Giants,1
717213,Chicago Cubs,2
717214,Houston Astros,5
717214,Tampa Bay Rays,3
717219,Baltimore Orioles,1
717219,New York Yankees,3
717211,Atlanta Braves,4
717211,Milwaukee Brewers,1
717212,Colorado Rockies,1
717212,Oakland Athletics,2
717210,Seattle Mariners,1
717209,Chicago Cubs,0
717205,Los Angeles Dodgers,2
717201,Los Angeles Angels,1
717208,Philadelphia Phillies,1
717208,Pittsburgh Pirates,2
717206,Atlanta Braves,4
717206,Milwaukee Brewers,2
717203,New York Mets,1
717202,Miami Marlins,2
717196,Tampa Bay Rays,1
717198,Kansas City Royals,1
717198,Minnesota Twins,1
717204,Cleveland Guardians,3
717195,Chicago Cubs,0
717199,Chicago Cubs,0
717197,Boston Red Sox,2
717194,Cincinnati Reds,3
717193,Seattle Mariners,1
717191,San Diego Padres,2
717200,Baltimore Orioles,1
717200,New York Yankees,1
717189,Miami Marlins,1
717185,New York Yankees,1
717185,Tampa Bay Rays,4
717192,Milwaukee Brewers,1
717192,Washington Nationals,1
717186,Baltimore Orioles,1
717186,Toronto Blue Jays,1
717187,Atlanta Braves,1
717187,Los Angeles Angels,3
717188,Chicago Cubs,1
717184,Houston Astros,1
717179,Colorado Rockies,1
717179,San Diego Padres,1
717181,Seattle Mariners,2
717190,San Francisco Giants,1
717182,Philadelphia Phillies,1
717178,Pittsburgh Pirates,1
717175,Tampa Bay Rays,2
717183,Chicago Cubs,0
717177,Baltimore Orioles,2
717177,Toronto Blue Jays,2
717176,Atlanta Braves,3
717174,St. Louis Cardinals,1
717173,Chicago Cubs,7
717173,Cincinnati Reds,1
717168,Texas Rangers,2
717172,Chicago Cubs,0
717170,New York Mets,2
717169,Colorado Rockies,1
717169,San Diego Padres,2
717167,Boston Red Sox,2
717167,Seattle Mariners,1
717180,Arizona Diamondbacks,3
717180,San Francisco Giants,2
717171,Los Angeles Dodgers,1
717171,Oakland Athletics,3
717165,Atlanta Braves,3
717166,Detroit Tigers,2
717162,Milwaukee Brewers,1
717163,Houston Astros,2
717158,San Diego Padres,5
717161,Boston Red Sox,1
717161,Seattle Mariners,1
717159,Miami Marlins,3
717159,Philadelphia Phillies,1
717160,New York Yankees,2
717160,Tampa Bay Rays,1
717157,Chicago Cubs,0
717155,Minnesota Twins,1
717155,St. Louis Cardinals,4
717153,Chicago Cubs,5
717153,Cincinnati Reds,4
717152,Chicago White Sox,1
717152,Texas Rangers,3
717156,Kansas City Royals,1
717164,Chicago Cubs,0
717154,Los Angeles Dodgers,4
717154,Oakland Athletics,1
717147,Miami Marlins,1
717147,Philadelphia Phillies,1
717149,Texas Rangers,2
717148,Kansas City Royals,2
717148,New York Mets,1
717150,Chicago Cubs,0
717151,San Francisco Giants,1
717142,Houston Astros,1
717142,New York Yankees,2
717143,Milwaukee Brewers,2
717145,Minnesota Twins,2
717145,St. Louis Cardinals,1
717146,Cincinnati Reds,2
717144,Los Angeles Angels,1
717144,Seattle Mariners,2
717137,Los Angeles Dodgers,1
717137,Oakland Athletics,2
717141,Atlanta Braves,3
717139,Cincinnati Reds,3
717139,Washington Nationals,3
717135,Tampa Bay Rays,1
717134,Baltimore Orioles,1
717140,Kansas City Royals,2
717140,Philadelphia Phillies,1
717138,Houston Astros,2
717138,New York Yankees,3
717136,Boston Red Sox,2
717136,Toronto Blue Jays,5
717132,Cleveland Guardians,1
717133,Miami Marlins,1
717133,Texas Rangers,3
717128,Arizona Diamondbacks,1
717128,Minnesota Twins,3
717131,Milwaukee Brewers,1
717131,Pittsburgh Pirates,4
717127,St. Louis Cardinals,3
717130,Los Angeles Angels,3
717130,Seattle Mariners,4
717129,Los Angeles Dodgers,1
717129,San Diego Padres,1
717126,Houston Astros,1
717126,New York Yankees,2
717122,Detroit Tigers,1
717121,Atlanta Braves,2
717121,Chicago Cubs,3
717124,Miami Marlins,2
717124,Texas Rangers,3
717120,Cincinnati Reds,1
717125,Boston Red Sox,1
717125,Toronto Blue Jays,1
717123,Kansas City Royals,2
717123,Philadelphia Phillies,3
717114,Baltimore Orioles,2
717114,New York Mets,1
717117,Oakland Athletics,1
717118,Arizona Diamondbacks,1
717118,Minnesota Twins,4
717115,Chicago White Sox,4
717116,Chicago Cubs,0
717119,Colorado Rockies,1
717119,St. Louis Cardinals,1
717112,Los Angeles Dodgers,1
717112,San Diego Padres,1
717109,Los Angeles Angels,1
717108,Cleveland Guardians,1
717107,Chicago Cubs,0
717111,Boston Red Sox,1
717111,Toronto Blue Jays,1
717113,Kansas City Royals,1
717113,Philadelphia Phillies,3
717110,Houston Astros,4
717110,New York Yankees,1
717104,Cincinnati Reds,2
717104,Washington Nationals,2
717103,Detroit Tigers,1
717103,Tampa Bay Rays,3
717106,Arizona Diamondbacks,1
717106,Minnesota Twins,2
717105,Pittsburgh Pirates,3
717099,Chicago Cubs,0
717098,Atlanta Braves,1
717102,Texas Rangers,4
717101,Los Angeles Angels,1
717101,Seattle Mariners,2
717100,Oakland Athletics,2
717093,Los Angeles Dodgers,3
717093,San Diego Padres,2
717094,Los Angeles Dodgers,2
717094,San Diego Padres,2
717091,Detroit Tigers,1
717091,Minnesota Twins,2
717097,Cincinnati Reds,2
717097,Miami Marlins,2
717095,Atlanta Braves,1
717095,Pittsburgh Pirates,1
717089,Boston Red Sox,1
717092,New York Mets,3
717087,Toronto Blue Jays,1
717088,Chicago White Sox,1
717086,Colorado Rockies,1
717086,Milwaukee Brewers,3
717090,San Francisco Giants,1
717081,Chicago Cubs,0
717096,Philadelphia Phillies,1
717096,Washington Nationals,3
717082,Philadelphia Phillies,4
717082,Washington Nationals,2
717096,Philadelphia Phillies,1
717096,Washington Nationals,3
717085,St. Louis Cardinals,2
717085,Tampa Bay Rays,1
717076,Detroit Tigers,1
717083,Miami Marlins,1
717084,Baltimore Orioles,2
717084,Houston Astros,1
717079,Atlanta Braves,2
717079,Pittsburgh Pirates,4
717077,Boston Red Sox,1
717077,Kansas City Royals,3
717080,Chicago Cubs,2
717080,New York Mets,1
717074,Chicago Cubs,0
717075,Chicago White Sox,1
717075,New York Yankees,2
717078,Colorado Rockies,3
717078,Milwaukee Brewers,2
717068,Los Angeles Angels,1
717068,San Francisco Giants,1
717073,Chicago Cubs,0
717072,Chicago Cubs,0
717069,Oakland Athletics,1
717069,Texas Rangers,1
717070,Cincinnati Reds,2
717070,Miami Marlins,3
717065,Colorado Rockies,1
717065,Milwaukee Brewers,2
717063,Oakland Athletics,1
717064,St. Louis Cardinals,1
717064,Tampa Bay Rays,3
717061,Detroit Tigers,2
717061,Minnesota Twins,2
717066,Philadelphia Phillies,3
717067,Baltimore Orioles,1
717067,Houston Astros,1
717058,Pittsburgh Pirates,1
717059,Boston Red Sox,1
717059,Kansas City Royals,3
717062,Chicago Cubs,2
717062,New York Mets,2
717060,Toronto Blue Jays,1
717054,Chicago White Sox,1
717054,New York Yankees,1
717071,Los Angeles Angels,1
717057,Chicago Cubs,0
717055,Seattle Mariners,1
