game_pk,date,batting_team,game_third,runs
717849,2023-06-08,Milwaukee Brewers,Innings 1-3,3
717846,2023-06-08,Colorado Rockies,Innings 1-3,4
717846,2023-06-08,San Francisco Giants,Innings 1-3,1
717846,2023-06-08,San Francisco Giants,Innings 4-6,2
717846,2023-06-08,San Francisco Giants,Innings 7+,3
717848,2023-06-08,Chicago White Sox,Innings 1-3,4
717848,2023-06-08,Chicago White Sox,Innings 7+,2
717848,2023-06-08,New York Yankees,Innings 1-3,2
717848,2023-06-08,New York Yankees,Innings 4-6,3
717857,2023-06-08,New York Yankees,Innings 4-6,3
717862,2023-06-08,Detroit Tigers,Innings 7+,2
717862,2023-06-08,Philadelphia Phillies,Innings 4-6,1
717862,2023-06-08,Philadelphia Phillies,Innings 7+,2
717843,2023-06-08,Houston Astros,Innings 1-3,2
717843,2023-06-08,Toronto Blue Jays,Innings 4-6,3
717842,2023-06-08,Boston Red Sox,Innings 4-6,2
717842,2023-06-08,Boston Red Sox,Innings 7+,1
717842,2023-06-08,Cleveland Guardians,Innings 1-3,3
717842,2023-06-08,Cleveland Guardians,Innings 4-6,5
717842,2023-06-08,Cleveland Guardians,Innings 7+,2
717840,2023-06-08,Atlanta Braves,Innings 1-3,5
717840,2023-06-08,Atlanta Braves,Innings 4-6,2
717840,2023-06-08,Atlanta Braves,Innings 7+,6
717840,2023-06-08,New York Mets,Innings 1-3,5
717840,2023-06-08,New York Mets,Innings 4-6,4
717838,2023-06-09,Chicago Cubs,Innings 1-3,1
717838,2023-06-09,Los Angeles Angels,Innings 1-3,2
717847,2023-06-22,Arizona Diamondbacks,Innings 1-3,1
717847,2023-06-22,Arizona Diamondbacks,Innings 4-6,1
717847,2023-06-22,Arizona Diamondbacks,Innings 7+,3
717847,2023-06-22,Washington Nationals,Innings 1-3,1
717847,2023-06-22,Washington Nationals,Innings 7+,2
717834,2023-06-09,Arizona Diamondbacks,Innings 1-3,2
717834,2023-06-09,Arizona Diamondbacks,Innings 7+,8
717834,2023-06-09,Detroit Tigers,Innings 1-3,1
717834,2023-06-09,Detroit Tigers,Innings 4-6,1
717834,2023-06-09,Detroit Tigers,Innings 7+,4
717827,2023-06-09,Tampa Bay Rays,Innings 1-3,4
717827,2023-06-09,Tampa Bay Rays,Innings 4-6,4
717827,2023-06-09,Texas Rangers,Innings 1-3,1
717827,2023-06-09,Texas Rangers,Innings 7+,2
717839,2023-06-09,Baltimore Orioles,Innings 1-3,2
717839,2023-06-09,Baltimore Orioles,Innings 4-6,1
717839,2023-06-09,Kansas City Royals,Innings 1-3,1
717836,2023-06-09,New York Mets,Innings 1-3,2
717836,2023-06-09,New York Mets,Innings 7+,5
717836,2023-06-09,Pittsburgh Pirates,Innings 1-3,7
717836,2023-06-09,Pittsburgh Pirates,Innings 4-6,5
717836,2023-06-09,Pittsburgh Pirates,Innings 7+,2
717837,2023-06-09,Los Angeles Dodgers,Innings 1-3,1
717837,2023-06-09,Los Angeles Dodgers,Innings 7+,3
717837,2023-06-09,Philadelphia Phillies,Innings 1-3,1
717837,2023-06-09,Philadelphia Phillies,Innings 4-6,2
717837,2023-06-09,Philadelphia Phillies,Innings 7+,1
717841,2023-06-09,Boston Red Sox,Innings 4-6,2
717841,2023-06-09,Boston Red Sox,Innings 7+,1
717841,2023-06-09,New York Yankees,Innings 4-6,1
717841,2023-06-09,New York Yankees,Innings 7+,1
717835,2023-06-09,Minnesota Twins,Innings 4-6,2
717835,2023-06-09,Minnesota Twins,Innings 7+,1
717835,2023-06-09,Toronto Blue Jays,Innings 4-6,2
717833,2023-06-09,Cleveland Guardians,Innings 1-3,1
717833,2023-06-09,Cleveland Guardians,Innings 4-6,3
717833,2023-06-09,Cleveland Guardians,Innings 7+,6
717833,2023-06-09,Houston Astros,Innings 1-3,4
717833,2023-06-09,Houston Astros,Innings 4-6,1
717833,2023-06-09,Houston Astros,Innings 7+,4
717829,2023-06-09,Atlanta Braves,Innings 1-3,1
717829,2023-06-09,Atlanta Braves,Innings 7+,2
717829,2023-06-09,Washington Nationals,Innings 1-3,1
717829,2023-06-09,Washington Nationals,Innings 4-6,1
717828,2023-06-10,Chicago White Sox,Innings 1-3,1
717828,2023-06-10,Chicago White Sox,Innings 7+,1
717828,2023-06-10,Miami Marlins,Innings 4-6,1
717831,2023-06-10,Milwaukee Brewers,Innings 1-3,2
717831,2023-06-10,Oakland Athletics,Innings 1-3,4
717831,2023-06-10,Oakland Athletics,Innings 4-6,1
717832,2023-06-10,Cincinnati Reds,Innings 7+,4
717832,2023-06-10,St. Louis Cardinals,Innings 1-3,4
717832,2023-06-10,St. Louis Cardinals,Innings 4-6,1
717832,2023-06-10,St. Louis Cardinals,Innings 7+,2
717830,2023-06-10,Colorado Rockies,Innings 1-3,1
717830,2023-06-10,Colorado Rockies,Innings 4-6,3
717830,2023-06-10,Colorado Rockies,Innings 7+,2
717830,2023-06-10,San Diego Padres,Innings 1-3,6
717830,2023-06-10,San Diego Padres,Innings 4-6,2
717830,2023-06-10,San Diego Padres,Innings 7+,1
717824,2023-06-10,Los Angeles Angels,Innings 1-3,2
717824,2023-06-10,Los Angeles Angels,Innings 4-6,3
717824,2023-06-10,Seattle Mariners,Innings 1-3,2
717824,2023-06-10,Seattle Mariners,Innings 4-6,1
717824,2023-06-10,Seattle Mariners,Innings 7+,1
717823,2023-06-10,Chicago Cubs,Innings 7+,3
717823,2023-06-10,San Francisco Giants,Innings 1-3,1
717823,2023-06-10,San Francisco Giants,Innings 7+,1
717821,2023-06-10,Arizona Diamondbacks,Innings 1-3,2
717821,2023-06-10,Arizona Diamondbacks,Innings 4-6,3
717820,2023-06-10,Chicago White Sox,Innings 4-6,1
717820,2023-06-10,Miami Marlins,Innings 7+,5
717817,2023-06-10,Cincinnati Reds,Innings 1-3,5
717817,2023-06-10,Cincinnati Reds,Innings 7+,3
717817,2023-06-10,St. Louis Cardinals,Innings 7+,4
717822,2023-06-10,Minnesota Twins,Innings 7+,8
717822,2023-06-10,Toronto Blue Jays,Innings 1-3,2
717822,2023-06-10,Toronto Blue Jays,Innings 4-6,1
717822,2023-06-10,Toronto Blue Jays,Innings 7+,1
717819,2023-06-10,Colorado Rockies,Innings 1-3,1
717819,2023-06-10,Colorado Rockies,Innings 4-6,1
717819,2023-06-10,San Diego Padres,Innings 1-3,1
717819,2023-06-10,San Diego Padres,Innings 4-6,2
717818,2023-06-10,Baltimore Orioles,Innings 1-3,3
717818,2023-06-10,Baltimore Orioles,Innings 4-6,1
717818,2023-06-10,Baltimore Orioles,Innings 7+,2
717818,2023-06-10,Kansas City Royals,Innings 4-6,1
717812,2023-06-10,New York Mets,Innings 1-3,1
717812,2023-06-10,New York Mets,Innings 7+,4
717812,2023-06-10,Pittsburgh Pirates,Innings 4-6,1
717811,2023-06-10,Los Angeles Dodgers,Innings 1-3,2
717811,2023-06-10,Los Angeles Dodgers,Innings 4-6,1
717811,2023-06-10,Los Angeles Dodgers,Innings 7+,6
717813,2023-06-10,Tampa Bay Rays,Innings 4-6,4
717813,2023-06-10,Texas Rangers,Innings 1-3,3
717813,2023-06-10,Texas Rangers,Innings 4-6,5
717816,2023-06-10,Atlanta Braves,Innings 1-3,5
717816,2023-06-10,Atlanta Braves,Innings 7+,1
717816,2023-06-10,Washington Nationals,Innings 1-3,1
717816,2023-06-10,Washington Nationals,Innings 4-6,2
717816,2023-06-10,Washington Nationals,Innings 7+,1
717814,2023-06-10,Milwaukee Brewers,Innings 7+,1
717814,2023-06-10,Oakland Athletics,Innings 4-6,1
717814,2023-06-10,Oakland Athletics,Innings 7+,1
717815,2023-06-10,Cleveland Guardians,Innings 1-3,1
717815,2023-06-10,Cleveland Guardians,Innings 7+,3
717815,2023-06-10,Houston Astros,Innings 1-3,3
717815,2023-06-10,Houston Astros,Innings 4-6,2
717815,2023-06-10,Houston Astros,Innings 7+,1
717826,2023-06-10,Chicago Cubs,Innings 1-3,1
717826,2023-06-10,Chicago Cubs,Innings 4-6,3
717825,2023-06-10,Boston Red Sox,Innings 4-6,1
717825,2023-06-10,New York Yankees,Innings 4-6,2
717825,2023-06-10,New York Yankees,Innings 7+,1
717809,2023-06-11,Los Angeles Angels,Innings 1-3,2
717809,2023-06-11,Seattle Mariners,Innings 1-3,3
717809,2023-06-11,Seattle Mariners,Innings 4-6,2
717809,2023-06-11,Seattle Mariners,Innings 7+,1
717804,2023-06-11,Arizona Diamondbacks,Innings 1-3,2
717804,2023-06-11,Arizona Diamondbacks,Innings 7+,5
717804,2023-06-11,Detroit Tigers,Innings 1-3,2
717804,2023-06-11,Detroit Tigers,Innings 4-6,3
717802,2023-06-11,Cleveland Guardians,Innings 1-3,2
717802,2023-06-11,Cleveland Guardians,Innings 4-6,3
717808,2023-06-11,Baltimore Orioles,Innings 1-3,6
717808,2023-06-11,Baltimore Orioles,Innings 4-6,1
717808,2023-06-11,Baltimore Orioles,Innings 7+,4
717808,2023-06-11,Kansas City Royals,Innings 1-3,3
717803,2023-06-11,New York Mets,Innings 4-6,1
717803,2023-06-11,Pittsburgh Pirates,Innings 4-6,2
717806,2023-06-11,Los Angeles Dodgers,Innings 4-6,1
717806,2023-06-11,Los Angeles Dodgers,Innings 7+,2
717806,2023-06-11,Philadelphia Phillies,Innings 1-3,3
717806,2023-06-11,Philadelphia Phillies,Innings 4-6,1
717806,2023-06-11,Philadelphia Phillies,Innings 7+,3
717807,2023-06-11,Atlanta Braves,Innings 1-3,2
717807,2023-06-11,Washington Nationals,Innings 4-6,6
717805,2023-06-11,Minnesota Twins,Innings 1-3,4
717805,2023-06-11,Minnesota Twins,Innings 4-6,2
717805,2023-06-11,Toronto Blue Jays,Innings 1-3,1
717805,2023-06-11,Toronto Blue Jays,Innings 4-6,3
717805,2023-06-11,Toronto Blue Jays,Innings 7+,3
717801,2023-06-11,Tampa Bay Rays,Innings 1-3,4
717801,2023-06-11,Tampa Bay Rays,Innings 4-6,3
717801,2023-06-11,Texas Rangers,Innings 1-3,3
717795,2023-06-11,Chicago White Sox,Innings 4-6,3
717795,2023-06-11,Chicago White Sox,Innings 7+,2
717795,2023-06-11,Miami Marlins,Innings 4-6,1
717795,2023-06-11,Miami Marlins,Innings 7+,5
717800,2023-06-11,Milwaukee Brewers,Innings 1-3,2
717800,2023-06-11,Milwaukee Brewers,Innings 4-6,1
717800,2023-06-11,Milwaukee Brewers,Innings 7+,3
717800,2023-06-11,Oakland Athletics,Innings 4-6,4
717800,2023-06-11,Oakland Athletics,Innings 7+,4
717797,2023-06-11,Cincinnati Reds,Innings 1-3,2
717797,2023-06-11,Cincinnati Reds,Innings 4-6,1
717797,2023-06-11,Cincinnati Reds,Innings 7+,1
717797,2023-06-11,St. Louis Cardinals,Innings 1-3,3
717798,2023-06-11,Colorado Rockies,Innings 1-3,1
717798,2023-06-11,Colorado Rockies,Innings 7+,4
717798,2023-06-11,San Diego Padres,Innings 1-3,1
717798,2023-06-11,San Diego Padres,Innings 4-6,2
717796,2023-06-11,Chicago Cubs,Innings 1-3,2
717796,2023-06-11,Chicago Cubs,Innings 4-6,1
717796,2023-06-11,San Francisco Giants,Innings 1-3,4
717796,2023-06-11,San Francisco Giants,Innings 4-6,6
717796,2023-06-11,San Francisco Giants,Innings 7+,3
717799,2023-06-11,Los Angeles Angels,Innings 1-3,6
717799,2023-06-11,Los Angeles Angels,Innings 4-6,1
717799,2023-06-11,Los Angeles Angels,Innings 7+,2
717799,2023-06-11,Seattle Mariners,Innings 4-6,4
717810,2023-06-11,Boston Red Sox,Innings 1-3,1
717810,2023-06-11,Boston Red Sox,Innings 7+,2
717810,2023-06-11,New York Yankees,Innings 1-3,2
717790,2023-06-12,Atlanta Braves,Innings 1-3,1
717790,2023-06-12,Atlanta Braves,Innings 4-6,3
717790,2023-06-12,Atlanta Braves,Innings 7+,1
717790,2023-06-12,Detroit Tigers,Innings 7+,6
717794,2023-06-12,Boston Red Sox,Innings 4-6,1
717794,2023-06-12,Boston Red Sox,Innings 7+,2
717794,2023-06-12,Colorado Rockies,Innings 4-6,1
717794,2023-06-12,Colorado Rockies,Innings 7+,3
717791,2023-06-12,San Francisco Giants,Innings 1-3,2
717791,2023-06-12,San Francisco Giants,Innings 7+,2
717791,2023-06-12,St. Louis Cardinals,Innings 4-6,3
717792,2023-06-13,Los Angeles Angels,Innings 1-3,1
717792,2023-06-13,Los Angeles Angels,Innings 4-6,2
717792,2023-06-13,Los Angeles Angels,Innings 7+,5
717792,2023-06-13,Texas Rangers,Innings 1-3,5
717792,2023-06-13,Texas Rangers,Innings 7+,1
717793,2023-06-13,Cincinnati Reds,Innings 1-3,1
717793,2023-06-13,Cincinnati Reds,Innings 4-6,2
717793,2023-06-13,Cincinnati Reds,Innings 7+,2
717793,2023-06-13,Kansas City Royals,Innings 1-3,3
717793,2023-06-13,Kansas City Royals,Innings 7+,1
717789,2023-06-13,Oakland Athletics,Innings 4-6,4
717789,2023-06-13,Tampa Bay Rays,Innings 4-6,3
717785,2023-06-13,Arizona Diamondbacks,Innings 1-3,3
717785,2023-06-13,Arizona Diamondbacks,Innings 4-6,6
717785,2023-06-13,Philadelphia Phillies,Innings 1-3,5
717785,2023-06-13,Philadelphia Phillies,Innings 7+,3
717786,2023-06-13,Miami Marlins,Innings 4-6,1
717786,2023-06-13,Seattle Mariners,Innings 1-3,6
717786,2023-06-13,Seattle Mariners,Innings 4-6,1
717786,2023-06-13,Seattle Mariners,Innings 7+,1
717787,2023-06-13,Baltimore Orioles,Innings 1-3,7
717787,2023-06-13,Baltimore Orioles,Innings 4-6,3
717787,2023-06-13,Toronto Blue Jays,Innings 1-3,1
717787,2023-06-13,Toronto Blue Jays,Innings 4-6,1
717787,2023-06-13,Toronto Blue Jays,Innings 7+,4
717788,2023-06-13,Boston Red Sox,Innings 4-6,4
717788,2023-06-13,Boston Red Sox,Innings 7+,2
717788,2023-06-13,Colorado Rockies,Innings 1-3,3
717788,2023-06-13,Colorado Rockies,Innings 4-6,1
717788,2023-06-13,Colorado Rockies,Innings 7+,3
717779,2023-06-13,New York Mets,Innings 1-3,5
717779,2023-06-13,New York Mets,Innings 4-6,1
717779,2023-06-13,New York Yankees,Innings 1-3,1
717779,2023-06-13,New York Yankees,Innings 4-6,6
717783,2023-06-13,Milwaukee Brewers,Innings 1-3,3
717783,2023-06-13,Milwaukee Brewers,Innings 7+,2
717783,2023-06-13,Minnesota Twins,Innings 1-3,2
717783,2023-06-13,Minnesota Twins,Innings 7+,5
717781,2023-06-13,San Francisco Giants,Innings 1-3,3
717781,2023-06-13,San Francisco Giants,Innings 4-6,6
717781,2023-06-13,San Francisco Giants,Innings 7+,2
717781,2023-06-13,St. Louis Cardinals,Innings 1-3,2
717781,2023-06-13,St. Louis Cardinals,Innings 7+,1
717782,2023-06-14,Chicago Cubs,Innings 1-3,3
717782,2023-06-14,Chicago Cubs,Innings 4-6,1
717782,2023-06-14,Chicago Cubs,Innings 7+,7
717782,2023-06-14,Pittsburgh Pirates,Innings 1-3,2
717782,2023-06-14,Pittsburgh Pirates,Innings 4-6,1
717780,2023-06-14,Los Angeles Angels,Innings 1-3,1
717780,2023-06-14,Los Angeles Angels,Innings 4-6,3
717780,2023-06-14,Los Angeles Angels,Innings 7+,3
717780,2023-06-14,Texas Rangers,Innings 1-3,2
717780,2023-06-14,Texas Rangers,Innings 4-6,1
717777,2023-06-14,Cincinnati Reds,Innings 1-3,4
717777,2023-06-14,Kansas City Royals,Innings 1-3,4
717778,2023-06-14,Houston Astros,Innings 4-6,2
717778,2023-06-14,Houston Astros,Innings 7+,4
717778,2023-06-14,Washington Nationals,Innings 7+,1
717772,2023-06-14,Cleveland Guardians,Innings 1-3,1
717772,2023-06-14,Cleveland Guardians,Innings 4-6,2
717772,2023-06-14,San Diego Padres,Innings 1-3,5
717772,2023-06-14,San Diego Padres,Innings 4-6,1
717774,2023-06-14,Oakland Athletics,Innings 7+,2
717774,2023-06-14,Tampa Bay Rays,Innings 4-6,1
717775,2023-06-14,Arizona Diamondbacks,Innings 4-6,1
717775,2023-06-14,Arizona Diamondbacks,Innings 7+,2
717775,2023-06-14,Philadelphia Phillies,Innings 1-3,6
717775,2023-06-14,Philadelphia Phillies,Innings 4-6,1
717775,2023-06-14,Philadelphia Phillies,Innings 7+,8
717773,2023-06-14,Miami Marlins,Innings 4-6,1
717773,2023-06-14,Miami Marlins,Innings 7+,2
717773,2023-06-14,Seattle Mariners,Innings 1-3,3
717773,2023-06-14,Seattle Mariners,Innings 4-6,5
717773,2023-06-14,Seattle Mariners,Innings 7+,1
717776,2023-06-14,Chicago White Sox,Innings 7+,1
717776,2023-06-14,Los Angeles Dodgers,Innings 1-3,4
717776,2023-06-14,Los Angeles Dodgers,Innings 4-6,1
717784,2023-06-14,Atlanta Braves,Innings 1-3,3
717784,2023-06-14,Atlanta Braves,Innings 4-6,3
717784,2023-06-14,Detroit Tigers,Innings 1-3,1
717784,2023-06-14,Detroit Tigers,Innings 4-6,4
717770,2023-06-14,Atlanta Braves,Innings 1-3,2
717770,2023-06-14,Atlanta Braves,Innings 4-6,5
717770,2023-06-14,Atlanta Braves,Innings 7+,3
717770,2023-06-14,Detroit Tigers,Innings 1-3,4
717770,2023-06-14,Detroit Tigers,Innings 7+,2
717784,2023-06-14,Atlanta Braves,Innings 1-3,3
717784,2023-06-14,Atlanta Braves,Innings 4-6,3
717784,2023-06-14,Detroit Tigers,Innings 1-3,1
717784,2023-06-14,Detroit Tigers,Innings 4-6,4
717771,2023-06-14,Milwaukee Brewers,Innings 1-3,2
717771,2023-06-14,Minnesota Twins,Innings 1-3,4
717767,2023-06-14,San Francisco Giants,Innings 1-3,2
717767,2023-06-14,San Francisco Giants,Innings 7+,6
717767,2023-06-14,St. Louis Cardinals,Innings 1-3,4
717769,2023-06-14,Baltimore Orioles,Innings 7+,1
717769,2023-06-14,Toronto Blue Jays,Innings 4-6,1
717769,2023-06-14,Toronto Blue Jays,Innings 7+,2
717768,2023-06-14,Boston Red Sox,Innings 1-3,1
717768,2023-06-14,Boston Red Sox,Innings 7+,5
717768,2023-06-14,Colorado Rockies,Innings 4-6,2
717768,2023-06-14,Colorado Rockies,Innings 7+,1
717766,2023-06-14,New York Mets,Innings 4-6,1
717766,2023-06-14,New York Mets,Innings 7+,3
717766,2023-06-14,New York Yankees,Innings 4-6,1
717766,2023-06-14,New York Yankees,Innings 7+,1
717763,2023-06-15,Chicago Cubs,Innings 1-3,1
717763,2023-06-15,Chicago Cubs,Innings 4-6,6
717763,2023-06-15,Chicago Cubs,Innings 7+,3
717763,2023-06-15,Pittsburgh Pirates,Innings 1-3,4
717763,2023-06-15,Pittsburgh Pirates,Innings 4-6,1
717763,2023-06-15,Pittsburgh Pirates,Innings 7+,1
717765,2023-06-15,Los Angeles Angels,Innings 1-3,1
717765,2023-06-15,Los Angeles Angels,Innings 7+,2
717765,2023-06-15,Texas Rangers,Innings 1-3,1
717765,2023-06-15,Texas Rangers,Innings 7+,5
717764,2023-06-15,Cincinnati Reds,Innings 1-3,1
717764,2023-06-15,Cincinnati Reds,Innings 4-6,6
717764,2023-06-15,Kansas City Royals,Innings 1-3,1
717764,2023-06-15,Kansas City Royals,Innings 4-6,1
717764,2023-06-15,Kansas City Royals,Innings 7+,2
717762,2023-06-15,Houston Astros,Innings 1-3,2
717762,2023-06-15,Houston Astros,Innings 4-6,2
717762,2023-06-15,Houston Astros,Innings 7+,1
717762,2023-06-15,Washington Nationals,Innings 4-6,1
717762,2023-06-15,Washington Nationals,Innings 7+,3
717758,2023-06-15,San Diego Padres,Innings 1-3,2
717758,2023-06-15,San Diego Padres,Innings 4-6,1
717758,2023-06-15,San Diego Padres,Innings 7+,1
717761,2023-06-15,Oakland Athletics,Innings 1-3,3
717761,2023-06-15,Tampa Bay Rays,Innings 1-3,1
717761,2023-06-15,Tampa Bay Rays,Innings 4-6,3
717761,2023-06-15,Tampa Bay Rays,Innings 7+,2
717757,2023-06-15,Arizona Diamondbacks,Innings 7+,3
717757,2023-06-15,Philadelphia Phillies,Innings 1-3,2
717757,2023-06-15,Philadelphia Phillies,Innings 4-6,1
717757,2023-06-15,Philadelphia Phillies,Innings 7+,1
717759,2023-06-15,Miami Marlins,Innings 4-6,1
717759,2023-06-15,Miami Marlins,Innings 7+,2
717759,2023-06-15,Seattle Mariners,Innings 7+,1
717760,2023-06-15,Chicago White Sox,Innings 1-3,2
717760,2023-06-15,Chicago White Sox,Innings 7+,6
717760,2023-06-15,Los Angeles Dodgers,Innings 4-6,4
717753,2023-06-15,Baltimore Orioles,Innings 1-3,1
717753,2023-06-15,Baltimore Orioles,Innings 4-6,2
717753,2023-06-15,Baltimore Orioles,Innings 7+,1
717753,2023-06-15,Toronto Blue Jays,Innings 1-3,1
717753,2023-06-15,Toronto Blue Jays,Innings 4-6,1
717756,2023-06-15,Oakland Athletics,Innings 4-6,3
717756,2023-06-15,Tampa Bay Rays,Innings 1-3,2
717756,2023-06-15,Tampa Bay Rays,Innings 4-6,1
717756,2023-06-15,Tampa Bay Rays,Innings 7+,1
717755,2023-06-15,Arizona Diamondbacks,Innings 1-3,4
717755,2023-06-15,Philadelphia Phillies,Innings 1-3,3
717755,2023-06-15,Philadelphia Phillies,Innings 4-6,2
717752,2023-06-15,Detroit Tigers,Innings 1-3,1
717752,2023-06-15,Detroit Tigers,Innings 4-6,4
717752,2023-06-15,Detroit Tigers,Innings 7+,3
717752,2023-06-15,Minnesota Twins,Innings 1-3,4
717754,2023-06-15,Atlanta Braves,Innings 1-3,5
717754,2023-06-15,Atlanta Braves,Innings 4-6,2
717754,2023-06-15,Atlanta Braves,Innings 7+,1
717754,2023-06-15,Colorado Rockies,Innings 1-3,1
717754,2023-06-15,Colorado Rockies,Innings 4-6,2
717747,2023-06-16,Chicago Cubs,Innings 1-3,1
717747,2023-06-16,Chicago Cubs,Innings 4-6,6
717747,2023-06-16,Pittsburgh Pirates,Innings 1-3,2
717751,2023-06-16,Los Angeles Angels,Innings 1-3,1
717751,2023-06-16,Los Angeles Angels,Innings 4-6,1
717751,2023-06-16,Los Angeles Angels,Innings 7+,3
717751,2023-06-16,Texas Rangers,Innings 1-3,2
717751,2023-06-16,Texas Rangers,Innings 7+,1
717746,2023-06-16,Houston Astros,Innings 7+,1
717746,2023-06-16,Washington Nationals,Innings 7+,4
717750,2023-06-16,Cleveland Guardians,Innings 1-3,6
717750,2023-06-16,Cleveland Guardians,Innings 4-6,1
717750,2023-06-16,Cleveland Guardians,Innings 7+,1
717750,2023-06-16,San Diego Padres,Innings 1-3,5
717750,2023-06-16,San Diego Padres,Innings 4-6,1
717748,2023-06-16,Chicago White Sox,Innings 1-3,2
717748,2023-06-16,Chicago White Sox,Innings 4-6,2
717748,2023-06-16,Los Angeles Dodgers,Innings 4-6,3
717748,2023-06-16,Los Angeles Dodgers,Innings 7+,1
717744,2023-06-16,Baltimore Orioles,Innings 4-6,2
717744,2023-06-16,Baltimore Orioles,Innings 7+,1
717744,2023-06-16,Chicago Cubs,Innings 1-3,3
717744,2023-06-16,Chicago Cubs,Innings 4-6,6
717744,2023-06-16,Chicago Cubs,Innings 7+,1
717749,2023-06-16,Miami Marlins,Innings 1-3,4
717749,2023-06-16,Miami Marlins,Innings 4-6,1
717749,2023-06-16,Miami Marlins,Innings 7+,1
717749,2023-06-16,Washington Nationals,Innings 1-3,3
717749,2023-06-16,Washington Nationals,Innings 4-6,2
717743,2023-06-16,New York Mets,Innings 1-3,5
717743,2023-06-16,New York Mets,Innings 4-6,1
717743,2023-06-16,St. Louis Cardinals,Innings 4-6,1
717742,2023-06-16,Boston Red Sox,Innings 1-3,9
717742,2023-06-16,Boston Red Sox,Innings 4-6,4
717742,2023-06-16,Boston Red Sox,Innings 7+,1
717742,2023-06-16,New York Yankees,Innings 1-3,1
717742,2023-06-16,New York Yankees,Innings 4-6,3
717742,2023-06-16,New York Yankees,Innings 7+,1
717745,2023-06-16,Atlanta Braves,Innings 1-3,5
717745,2023-06-16,Atlanta Braves,Innings 4-6,3
717745,2023-06-16,Colorado Rockies,Innings 4-6,1
717741,2023-06-17,Texas Rangers,Innings 1-3,1
717741,2023-06-17,Toronto Blue Jays,Innings 4-6,2
717737,2023-06-17,Cincinnati Reds,Innings 7+,2
717737,2023-06-17,Houston Astros,Innings 7+,1
717736,2023-06-17,Los Angeles Angels,Innings 1-3,1
717736,2023-06-17,Los Angeles Angels,Innings 4-6,1
717736,2023-06-17,Los Angeles Angels,Innings 7+,1
717738,2023-06-17,Detroit Tigers,Innings 1-3,5
717738,2023-06-17,Detroit Tigers,Innings 4-6,1
717738,2023-06-17,Detroit Tigers,Innings 7+,1
717738,2023-06-17,Minnesota Twins,Innings 1-3,1
717740,2023-06-17,Milwaukee Brewers,Innings 1-3,3
717740,2023-06-17,Milwaukee Brewers,Innings 4-6,2
717740,2023-06-17,Pittsburgh Pirates,Innings 1-3,1
717740,2023-06-17,Pittsburgh Pirates,Innings 4-6,1
717740,2023-06-17,Pittsburgh Pirates,Innings 7+,2
717739,2023-06-17,Arizona Diamondbacks,Innings 1-3,2
717739,2023-06-17,Arizona Diamondbacks,Innings 4-6,2
717739,2023-06-17,Arizona Diamondbacks,Innings 7+,1
717739,2023-06-17,Cleveland Guardians,Innings 4-6,1
717732,2023-06-17,San Diego Padres,Innings 7+,2
