game_pk,date,batting_team,game_third,runs
717987,2023-05-28,Cincinnati Reds,Innings 7+,1
717982,2023-05-28,Colorado Rockies,Innings 1-3,2
717982,2023-05-28,Colorado Rockies,Innings 4-6,9
717982,2023-05-28,New York Mets,Innings 4-6,6
717982,2023-05-28,New York Mets,Innings 7+,4
717980,2023-05-28,Houston Astros,Innings 1-3,1
717980,2023-05-28,Houston Astros,Innings 4-6,3
717980,2023-05-28,Houston Astros,Innings 7+,6
717980,2023-05-28,Oakland Athletics,Innings 1-3,1
717984,2023-05-28,Miami Marlins,Innings 1-3,1
717984,2023-05-28,Miami Marlins,Innings 4-6,1
717981,2023-05-28,Arizona Diamondbacks,Innings 1-3,4
717981,2023-05-28,Boston Red Sox,Innings 7+,2
717983,2023-05-28,Pittsburgh Pirates,Innings 4-6,1
717983,2023-05-28,Pittsburgh Pirates,Innings 7+,2
717983,2023-05-28,Seattle Mariners,Innings 1-3,1
717983,2023-05-28,Seattle Mariners,Innings 4-6,2
717983,2023-05-28,Seattle Mariners,Innings 7+,3
717992,2023-05-28,Atlanta Braves,Innings 1-3,7
717992,2023-05-28,Atlanta Braves,Innings 4-6,3
717992,2023-05-28,Atlanta Braves,Innings 7+,1
717992,2023-05-28,Philadelphia Phillies,Innings 1-3,2
717992,2023-05-28,Philadelphia Phillies,Innings 7+,2
717974,2023-05-29,Cleveland Guardians,Innings 4-6,1
717974,2023-05-29,Cleveland Guardians,Innings 7+,4
717979,2023-05-29,Texas Rangers,Innings 4-6,3
717979,2023-05-29,Texas Rangers,Innings 7+,2
717975,2023-05-29,Kansas City Royals,Innings 1-3,1
717975,2023-05-29,Kansas City Royals,Innings 4-6,2
717975,2023-05-29,Kansas City Royals,Innings 7+,4
717976,2023-05-29,Chicago Cubs,Innings 4-6,1
717977,2023-05-29,Arizona Diamondbacks,Innings 1-3,6
717977,2023-05-29,Arizona Diamondbacks,Innings 4-6,1
717977,2023-05-29,Colorado Rockies,Innings 1-3,4
717977,2023-05-29,Colorado Rockies,Innings 4-6,1
717968,2023-05-29,Houston Astros,Innings 4-6,1
717968,2023-05-29,Houston Astros,Innings 7+,3
717968,2023-05-29,Minnesota Twins,Innings 1-3,3
717968,2023-05-29,Minnesota Twins,Innings 4-6,1
717968,2023-05-29,Minnesota Twins,Innings 7+,3
717978,2023-05-29,Pittsburgh Pirates,Innings 1-3,1
717978,2023-05-29,Pittsburgh Pirates,Innings 7+,3
717978,2023-05-29,San Francisco Giants,Innings 1-3,5
717978,2023-05-29,San Francisco Giants,Innings 4-6,1
717978,2023-05-29,San Francisco Giants,Innings 7+,8
717970,2023-05-30,Atlanta Braves,Innings 1-3,1
717970,2023-05-30,Atlanta Braves,Innings 7+,1
717970,2023-05-30,Oakland Athletics,Innings 4-6,4
717970,2023-05-30,Oakland Athletics,Innings 7+,3
717971,2023-05-30,Chicago White Sox,Innings 1-3,1
717971,2023-05-30,Chicago White Sox,Innings 4-6,2
717971,2023-05-30,Chicago White Sox,Innings 7+,1
717971,2023-05-30,Los Angeles Angels,Innings 1-3,4
717971,2023-05-30,Los Angeles Angels,Innings 7+,2
717973,2023-05-30,Los Angeles Dodgers,Innings 4-6,6
717973,2023-05-30,Washington Nationals,Innings 1-3,1
717969,2023-05-30,New York Yankees,Innings 1-3,3
717969,2023-05-30,New York Yankees,Innings 4-6,6
717969,2023-05-30,New York Yankees,Innings 7+,1
717969,2023-05-30,Seattle Mariners,Innings 1-3,1
717969,2023-05-30,Seattle Mariners,Innings 4-6,3
717964,2023-05-30,Detroit Tigers,Innings 1-3,3
717964,2023-05-30,Detroit Tigers,Innings 4-6,3
717964,2023-05-30,Texas Rangers,Innings 1-3,1
717964,2023-05-30,Texas Rangers,Innings 4-6,6
717964,2023-05-30,Texas Rangers,Innings 7+,3
717963,2023-05-30,Miami Marlins,Innings 1-3,1
717963,2023-05-30,Miami Marlins,Innings 4-6,3
717963,2023-05-30,San Diego Padres,Innings 4-6,2
717963,2023-05-30,San Diego Padres,Innings 7+,7
717967,2023-05-30,Baltimore Orioles,Innings 1-3,7
717967,2023-05-30,Baltimore Orioles,Innings 4-6,1
717967,2023-05-30,Cleveland Guardians,Innings 4-6,3
717967,2023-05-30,Cleveland Guardians,Innings 7+,2
717965,2023-05-30,Milwaukee Brewers,Innings 1-3,2
717965,2023-05-30,Toronto Blue Jays,Innings 1-3,7
717966,2023-05-30,Boston Red Sox,Innings 7+,8
717966,2023-05-30,Cincinnati Reds,Innings 1-3,1
717966,2023-05-30,Cincinnati Reds,Innings 4-6,2
717966,2023-05-30,Cincinnati Reds,Innings 7+,5
717962,2023-05-30,New York Mets,Innings 4-6,1
717962,2023-05-30,New York Mets,Innings 7+,1
717960,2023-05-30,Kansas City Royals,Innings 7+,1
717960,2023-05-30,St. Louis Cardinals,Innings 4-6,1
717960,2023-05-30,St. Louis Cardinals,Innings 7+,1
717961,2023-05-31,Chicago Cubs,Innings 1-3,1
717961,2023-05-31,Chicago Cubs,Innings 4-6,1
717961,2023-05-31,Tampa Bay Rays,Innings 4-6,1
717956,2023-05-31,Houston Astros,Innings 1-3,5
717956,2023-05-31,Minnesota Twins,Innings 4-6,1
717959,2023-05-31,Chicago White Sox,Innings 1-3,1
717959,2023-05-31,Chicago White Sox,Innings 4-6,5
717959,2023-05-31,Los Angeles Angels,Innings 1-3,1
717959,2023-05-31,Los Angeles Angels,Innings 4-6,2
717955,2023-05-31,Arizona Diamondbacks,Innings 1-3,3
717955,2023-05-31,Arizona Diamondbacks,Innings 4-6,2
717955,2023-05-31,Colorado Rockies,Innings 7+,1
717958,2023-05-31,Atlanta Braves,Innings 1-3,1
717958,2023-05-31,Oakland Athletics,Innings 4-6,1
717958,2023-05-31,Oakland Athletics,Innings 7+,1
717952,2023-05-31,New York Yankees,Innings 1-3,6
717952,2023-05-31,New York Yankees,Innings 4-6,1
717952,2023-05-31,New York Yankees,Innings 7+,3
717952,2023-05-31,Seattle Mariners,Innings 4-6,2
717972,2023-05-31,Pittsburgh Pirates,Innings 1-3,1
717972,2023-05-31,San Francisco Giants,Innings 1-3,1
717957,2023-05-31,Los Angeles Dodgers,Innings 1-3,4
717957,2023-05-31,Los Angeles Dodgers,Innings 7+,4
717957,2023-05-31,Washington Nationals,Innings 1-3,1
717957,2023-05-31,Washington Nationals,Innings 7+,2
717951,2023-05-31,Detroit Tigers,Innings 1-3,1
717951,2023-05-31,Detroit Tigers,Innings 4-6,2
717951,2023-05-31,Texas Rangers,Innings 4-6,1
717951,2023-05-31,Texas Rangers,Innings 7+,1
717943,2023-05-31,Chicago White Sox,Innings 1-3,1
717943,2023-05-31,Chicago White Sox,Innings 7+,4
717943,2023-05-31,Los Angeles Angels,Innings 1-3,6
717943,2023-05-31,Los Angeles Angels,Innings 4-6,2
717943,2023-05-31,Los Angeles Angels,Innings 7+,4
717950,2023-05-31,Chicago Cubs,Innings 1-3,2
717950,2023-05-31,Chicago Cubs,Innings 7+,1
717950,2023-05-31,Tampa Bay Rays,Innings 7+,4
717946,2023-05-31,Baltimore Orioles,Innings 1-3,5
717946,2023-05-31,Baltimore Orioles,Innings 4-6,3
717946,2023-05-31,Cleveland Guardians,Innings 1-3,3
717946,2023-05-31,Cleveland Guardians,Innings 4-6,8
717946,2023-05-31,Cleveland Guardians,Innings 7+,1
717949,2023-05-31,Atlanta Braves,Innings 4-6,3
717949,2023-05-31,Atlanta Braves,Innings 7+,1
717949,2023-05-31,Oakland Athletics,Innings 4-6,2
717953,2023-05-31,Pittsburgh Pirates,Innings 1-3,4
717953,2023-05-31,Pittsburgh Pirates,Innings 4-6,4
717953,2023-05-31,Pittsburgh Pirates,Innings 7+,1
717953,2023-05-31,San Francisco Giants,Innings 1-3,2
717953,2023-05-31,San Francisco Giants,Innings 4-6,1
717954,2023-05-31,Los Angeles Dodgers,Innings 1-3,4
717954,2023-05-31,Los Angeles Dodgers,Innings 7+,2
717954,2023-05-31,Washington Nationals,Innings 1-3,3
717954,2023-05-31,Washington Nationals,Innings 4-6,2
717954,2023-05-31,Washington Nationals,Innings 7+,5
717945,2023-05-31,Miami Marlins,Innings 7+,2
717945,2023-05-31,San Diego Padres,Innings 1-3,1
717947,2023-05-31,Milwaukee Brewers,Innings 1-3,2
717947,2023-05-31,Milwaukee Brewers,Innings 7+,2
717947,2023-05-31,Toronto Blue Jays,Innings 4-6,1
717947,2023-05-31,Toronto Blue Jays,Innings 7+,1
717948,2023-05-31,Boston Red Sox,Innings 1-3,2
717948,2023-05-31,Boston Red Sox,Innings 4-6,1
717948,2023-05-31,Boston Red Sox,Innings 7+,1
717948,2023-05-31,Cincinnati Reds,Innings 4-6,2
717948,2023-05-31,Cincinnati Reds,Innings 7+,3
717944,2023-05-31,New York Mets,Innings 1-3,2
717944,2023-05-31,New York Mets,Innings 4-6,2
717944,2023-05-31,Philadelphia Phillies,Innings 1-3,1
717938,2023-06-01,Houston Astros,Innings 7+,2
717938,2023-06-01,Minnesota Twins,Innings 1-3,3
717938,2023-06-01,Minnesota Twins,Innings 4-6,4
717938,2023-06-01,Minnesota Twins,Innings 7+,1
717940,2023-06-01,Arizona Diamondbacks,Innings 1-3,5
717940,2023-06-01,Arizona Diamondbacks,Innings 4-6,1
717939,2023-06-01,Seattle Mariners,Innings 7+,1
717942,2023-06-01,Milwaukee Brewers,Innings 7+,1
717942,2023-06-01,Toronto Blue Jays,Innings 1-3,3
717934,2023-06-01,New York Mets,Innings 1-3,1
717934,2023-06-01,New York Mets,Innings 4-6,3
717934,2023-06-01,Philadelphia Phillies,Innings 1-3,1
717941,2023-06-01,Miami Marlins,Innings 1-3,1
717941,2023-06-01,San Diego Padres,Innings 4-6,10
717933,2023-06-01,Arizona Diamondbacks,Innings 4-6,2
717933,2023-06-01,Arizona Diamondbacks,Innings 7+,3
717933,2023-06-01,Colorado Rockies,Innings 1-3,1
717933,2023-06-01,Colorado Rockies,Innings 4-6,2
717933,2023-06-01,Colorado Rockies,Innings 7+,1
717932,2023-06-01,Boston Red Sox,Innings 4-6,1
717932,2023-06-01,Boston Red Sox,Innings 7+,6
717932,2023-06-01,Cincinnati Reds,Innings 1-3,1
717932,2023-06-01,Cincinnati Reds,Innings 7+,1
717937,2023-06-01,Cleveland Guardians,Innings 1-3,1
717937,2023-06-01,Cleveland Guardians,Innings 4-6,5
717937,2023-06-01,Minnesota Twins,Innings 4-6,3
717937,2023-06-01,Minnesota Twins,Innings 7+,4
717936,2023-06-02,Houston Astros,Innings 1-3,1
717936,2023-06-02,Houston Astros,Innings 4-6,3
717936,2023-06-02,Houston Astros,Innings 7+,1
717936,2023-06-02,Los Angeles Angels,Innings 1-3,1
717936,2023-06-02,Los Angeles Angels,Innings 4-6,1
717931,2023-06-02,Cincinnati Reds,Innings 1-3,3
717931,2023-06-02,Cincinnati Reds,Innings 7+,1
717931,2023-06-02,Milwaukee Brewers,Innings 1-3,2
717931,2023-06-02,Milwaukee Brewers,Innings 4-6,1
717931,2023-06-02,Milwaukee Brewers,Innings 7+,2
717927,2023-06-02,Miami Marlins,Innings 1-3,2
717927,2023-06-02,Miami Marlins,Innings 4-6,2
717930,2023-06-02,Pittsburgh Pirates,Innings 4-6,1
717930,2023-06-02,Pittsburgh Pirates,Innings 7+,6
717930,2023-06-02,St. Louis Cardinals,Innings 1-3,5
717935,2023-06-02,Philadelphia Phillies,Innings 4-6,4
717935,2023-06-02,Philadelphia Phillies,Innings 7+,3
717935,2023-06-02,Washington Nationals,Innings 1-3,6
717935,2023-06-02,Washington Nationals,Innings 4-6,1
717935,2023-06-02,Washington Nationals,Innings 7+,1
717929,2023-06-02,Toronto Blue Jays,Innings 1-3,1
717929,2023-06-02,Toronto Blue Jays,Innings 7+,2
717922,2023-06-03,Texas Rangers,Innings 4-6,1
717922,2023-06-03,Texas Rangers,Innings 7+,1
717926,2023-06-03,Houston Astros,Innings 1-3,2
717926,2023-06-03,Houston Astros,Innings 4-6,3
717926,2023-06-03,Houston Astros,Innings 7+,1
717926,2023-06-03,Los Angeles Angels,Innings 7+,2
717923,2023-06-03,Colorado Rockies,Innings 1-3,1
717923,2023-06-03,Colorado Rockies,Innings 7+,6
717923,2023-06-03,Kansas City Royals,Innings 1-3,2
717924,2023-06-03,Minnesota Twins,Innings 7+,1
717925,2023-06-03,Chicago White Sox,Innings 4-6,2
717925,2023-06-03,Chicago White Sox,Innings 7+,1
717921,2023-06-03,Chicago Cubs,Innings 1-3,1
717921,2023-06-03,Chicago Cubs,Innings 4-6,1
717921,2023-06-03,San Diego Padres,Innings 4-6,1
717919,2023-06-03,Arizona Diamondbacks,Innings 1-3,3
717919,2023-06-03,Atlanta Braves,Innings 1-3,1
717919,2023-06-03,Atlanta Braves,Innings 7+,1
717917,2023-06-03,Los Angeles Dodgers,Innings 1-3,7
717917,2023-06-03,Los Angeles Dodgers,Innings 4-6,1
717917,2023-06-03,New York Yankees,Innings 1-3,1
717917,2023-06-03,New York Yankees,Innings 4-6,1
717917,2023-06-03,New York Yankees,Innings 7+,2
717920,2023-06-03,Baltimore Orioles,Innings 1-3,2
717920,2023-06-03,Baltimore Orioles,Innings 7+,1
717920,2023-06-03,San Francisco Giants,Innings 1-3,2
717928,2023-06-05,Boston Red Sox,Innings 4-6,1
717928,2023-06-05,Tampa Bay Rays,Innings 4-6,3
717928,2023-06-05,Tampa Bay Rays,Innings 7+,1
717918,2023-06-03,Boston Red Sox,Innings 4-6,7
717918,2023-06-03,Boston Red Sox,Innings 7+,1
717918,2023-06-03,Tampa Bay Rays,Innings 1-3,3
717918,2023-06-03,Tampa Bay Rays,Innings 4-6,1
717918,2023-06-03,Tampa Bay Rays,Innings 7+,1
717885,2023-06-03,Boston Red Sox,Innings 4-6,1
717885,2023-06-03,Boston Red Sox,Innings 7+,1
717885,2023-06-03,Tampa Bay Rays,Innings 1-3,1
717885,2023-06-03,Tampa Bay Rays,Innings 4-6,1
717885,2023-06-03,Tampa Bay Rays,Innings 7+,2
717915,2023-06-03,Chicago White Sox,Innings 7+,1
717907,2023-06-03,Pittsburgh Pirates,Innings 4-6,4
717907,2023-06-03,St. Louis Cardinals,Innings 1-3,1
717907,2023-06-03,St. Louis Cardinals,Innings 7+,2
717912,2023-06-03,Seattle Mariners,Innings 1-3,1
717912,2023-06-03,Seattle Mariners,Innings 4-6,2
717912,2023-06-03,Seattle Mariners,Innings 7+,3
717912,2023-06-03,Texas Rangers,Innings 1-3,6
717912,2023-06-03,Texas Rangers,Innings 4-6,4
717912,2023-06-03,Texas Rangers,Innings 7+,6
717914,2023-06-03,Philadelphia Phillies,Innings 1-3,2
717914,2023-06-03,Philadelphia Phillies,Innings 4-6,1
717914,2023-06-03,Philadelphia Phillies,Innings 7+,1
717914,2023-06-03,Washington Nationals,Innings 4-6,2
717908,2023-06-03,Houston Astros,Innings 1-3,2
717908,2023-06-03,Houston Astros,Innings 4-6,4
717908,2023-06-03,Houston Astros,Innings 7+,2
717908,2023-06-03,Los Angeles Angels,Innings 1-3,1
717908,2023-06-03,Los Angeles Angels,Innings 7+,3
717909,2023-06-03,Colorado Rockies,Innings 1-3,5
717909,2023-06-03,Colorado Rockies,Innings 4-6,1
717909,2023-06-03,Kansas City Royals,Innings 1-3,2
717909,2023-06-03,Kansas City Royals,Innings 7+,2
717910,2023-06-03,New York Mets,Innings 1-3,1
717910,2023-06-03,Toronto Blue Jays,Innings 4-6,1
717910,2023-06-03,Toronto Blue Jays,Innings 7+,1
717911,2023-06-03,Miami Marlins,Innings 1-3,7
717911,2023-06-03,Miami Marlins,Innings 4-6,2
717911,2023-06-03,Miami Marlins,Innings 7+,2
717911,2023-06-03,Oakland Athletics,Innings 7+,1
717906,2023-06-03,Cincinnati Reds,Innings 1-3,3
717906,2023-06-03,Cincinnati Reds,Innings 4-6,3
717906,2023-06-03,Cincinnati Reds,Innings 7+,2
717906,2023-06-03,Milwaukee Brewers,Innings 1-3,8
717906,2023-06-03,Milwaukee Brewers,Innings 4-6,1
717913,2023-06-03,Cleveland Guardians,Innings 1-3,1
717913,2023-06-03,Cleveland Guardians,Innings 7+,3
717913,2023-06-03,Minnesota Twins,Innings 1-3,1
717913,2023-06-03,Minnesota Twins,Innings 4-6,1
717905,2023-06-03,Los Angeles Dodgers,Innings 1-3,1
717905,2023-06-03,Los Angeles Dodgers,Innings 7+,2
717905,2023-06-03,New York Yankees,Innings 1-3,2
717905,2023-06-03,New York Yankees,Innings 4-6,3
717905,2023-06-03,New York Yankees,Innings 7+,1
717916,2023-06-04,San Francisco Giants,Innings 1-3,3
717916,2023-06-04,San Francisco Giants,Innings 4-6,1
717903,2023-06-04,San Diego Padres,Innings 1-3,3
717903,2023-06-04,San Diego Padres,Innings 7+,3
717901,2023-06-04,Arizona Diamondbacks,Innings 4-6,1
717901,2023-06-04,Arizona Diamondbacks,Innings 7+,1
717901,2023-06-04,Atlanta Braves,Innings 1-3,1
717901,2023-06-04,Atlanta Braves,Innings 4-6,4
717898,2023-06-04,Pittsburgh Pirates,Innings 1-3,2
717898,2023-06-04,St. Louis Cardinals,Innings 7+,1
717904,2023-06-04,Boston Red Sox,Innings 1-3,1
717904,2023-06-04,Boston Red Sox,Innings 4-6,1
717904,2023-06-04,Tampa Bay Rays,Innings 1-3,1
717904,2023-06-04,Tampa Bay Rays,Innings 4-6,5
717902,2023-06-04,Philadelphia Phillies,Innings 1-3,1
717902,2023-06-04,Philadelphia Phillies,Innings 4-6,4
717902,2023-06-04,Philadelphia Phillies,Innings 7+,6
717902,2023-06-04,Washington Nationals,Innings 4-6,1
717902,2023-06-04,Washington Nationals,Innings 7+,2
717900,2023-06-04,New York Mets,Innings 1-3,1
717900,2023-06-04,New York Mets,Innings 4-6,3
717900,2023-06-04,Toronto Blue Jays,Innings 1-3,4
717900,2023-06-04,Toronto Blue Jays,Innings 7+,2
717896,2023-06-04,Miami Marlins,Innings 1-3,1
717896,2023-06-04,Miami Marlins,Innings 4-6,4
717896,2023-06-04,Miami Marlins,Innings 7+,2
717896,2023-06-04,Oakland Athletics,Innings 1-3,4
717897,2023-06-04,Cincinnati Reds,Innings 7+,1
717897,2023-06-04,Milwaukee Brewers,Innings 1-3,3
717897,2023-06-04,Milwaukee Brewers,Innings 4-6,2
717899,2023-06-04,Houston Astros,Innings 4-6,1
717899,2023-06-04,Los Angeles Angels,Innings 4-6,1
717899,2023-06-04,Los Angeles Angels,Innings 7+,1
717893,2023-06-04,Kansas City Royals,Innings 4-6,1
717893,2023-06-04,Kansas City Royals,Innings 7+,1
717895,2023-06-04,Cleveland Guardians,Innings 7+,2
717895,2023-06-04,Minnesota Twins,Innings 7+,1
717891,2023-06-04,Chicago White Sox,Innings 4-6,2
717891,2023-06-04,Chicago White Sox,Innings 7+,3
717891,2023-06-04,Detroit Tigers,Innings 4-6,2
717894,2023-06-04,Seattle Mariners,Innings 7+,3
717894,2023-06-04,Texas Rangers,Innings 1-3,7
717894,2023-06-04,Texas Rangers,Innings 4-6,5
717890,2023-06-04,Baltimore Orioles,Innings 1-3,6
717890,2023-06-04,Baltimore Orioles,Innings 4-6,1
717890,2023-06-04,Baltimore Orioles,Innings 7+,1
717890,2023-06-04,San Francisco Giants,Innings 4-6,2
717890,2023-06-04,San Francisco Giants,Innings 7+,1
717892,2023-06-04,Arizona Diamondbacks,Innings 1-3,3
717892,2023-06-04,Arizona Diamondbacks,Innings 4-6,2
717892,2023-06-04,Atlanta Braves,Innings 1-3,1
717892,2023-06-04,Atlanta Braves,Innings 4-6,2
717892,2023-06-04,Atlanta Braves,Innings 7+,4
717889,2023-06-04,Chicago Cubs,Innings 1-3,7
717889,2023-06-04,San Diego Padres,Innings 1-3,1
717888,2023-06-04,Los Angeles Dodgers,Innings 7+,1
717888,2023-06-04,New York Yankees,Innings 7+,4
717928,2023-06-05,Boston Red Sox,Innings 4-6,1
717928,2023-06-05,Tampa Bay Rays,Innings 4-6,3
717928,2023-06-05,Tampa Bay Rays,Innings 7+,1
717886,2023-06-05,Detroit Tigers,Innings 7+,3
717886,2023-06-05,Philadelphia Phillies,Innings 1-3,3
717886,2023-06-05,Philadelphia Phillies,Innings 4-6,2
717886,2023-06-05,Philadelphia Phillies,Innings 7+,3
717887,2023-06-05,Kansas City Royals,Innings 1-3,4
717887,2023-06-05,Kansas City Royals,Innings 7+,2
717887,2023-06-05,Miami Marlins,Innings 1-3,2
717887,2023-06-05,Miami Marlins,Innings 4-6,7
717884,2023-06-05,Oakland Athletics,Innings 1-3,3
717884,2023-06-05,Oakland Athletics,Innings 7+,1
717884,2023-06-05,Pittsburgh Pirates,Innings 4-6,4
717884,2023-06-05,Pittsburgh Pirates,Innings 7+,1
717878,2023-06-05,Houston Astros,Innings 1-3,5
717878,2023-06-05,Houston Astros,Innings 4-6,4
717878,2023-06-05,Houston Astros,Innings 7+,1
717878,2023-06-05,Toronto Blue Jays,Innings 1-3,1
717878,2023-06-05,Toronto Blue Jays,Innings 4-6,1
717878,2023-06-05,Toronto Blue Jays,Innings 7+,2
717883,2023-06-05,Cincinnati Reds,Innings 1-3,1
717883,2023-06-05,Cincinnati Reds,Innings 4-6,1
717879,2023-06-06,St. Louis Cardinals,Innings 1-3,1
717879,2023-06-06,St. Louis Cardinals,Innings 7+,2
717879,2023-06-06,Texas Rangers,Innings 1-3,3
717879,2023-06-06,Texas Rangers,Innings 7+,1
717880,2023-06-06,San Diego Padres,Innings 1-3,4
717880,2023-06-06,San Diego Padres,Innings 7+,1
717882,2023-06-06,Tampa Bay Rays,Innings 4-6,5
717882,2023-06-06,Tampa Bay Rays,Innings 7+,2
717875,2023-06-06,Philadelphia Phillies,Innings 1-3,1
717876,2023-06-06,Miami Marlins,Innings 4-6,5
717876,2023-06-06,Miami Marlins,Innings 7+,1
717881,2023-06-06,Arizona Diamondbacks,Innings 1-3,1
717881,2023-06-06,Arizona Diamondbacks,Innings 4-6,7
717881,2023-06-06,Arizona Diamondbacks,Innings 7+,2
717881,2023-06-06,Washington Nationals,Innings 1-3,3
717881,2023-06-06,Washington Nationals,Innings 4-6,1
717874,2023-06-06,Oakland Athletics,Innings 1-3,2
717874,2023-06-06,Oakland Athletics,Innings 4-6,3
717874,2023-06-06,Oakland Athletics,Innings 7+,6
717874,2023-06-06,Pittsburgh Pirates,Innings 1-3,1
717874,2023-06-06,Pittsburgh Pirates,Innings 4-6,1
717877,2023-06-06,Chicago White Sox,Innings 1-3,1
717877,2023-06-06,Chicago White Sox,Innings 4-6,2
717877,2023-06-06,New York Yankees,Innings 7+,2
717871,2023-06-06,Houston Astros,Innings 1-3,1
717871,2023-06-06,Toronto Blue Jays,Innings 1-3,2
717871,2023-06-06,Toronto Blue Jays,Innings 4-6,1
717871,2023-06-06,Toronto Blue Jays,Innings 7+,2
717873,2023-06-06,Boston Red Sox,Innings 4-6,1
717873,2023-06-06,Boston Red Sox,Innings 7+,4
717873,2023-06-06,Cleveland Guardians,Innings 1-3,2
717873,2023-06-06,Cleveland Guardians,Innings 7+,2
717870,2023-06-06,Cincinnati Reds,Innings 1-3,3
717870,2023-06-06,Cincinnati Reds,Innings 4-6,2
717870,2023-06-06,Cincinnati Reds,Innings 7+,4
717870,2023-06-06,Los Angeles Dodgers,Innings 1-3,3
717870,2023-06-06,Los Angeles Dodgers,Innings 4-6,4
717872,2023-06-06,Atlanta Braves,Innings 1-3,1
717872,2023-06-06,Atlanta Braves,Innings 4-6,4
717872,2023-06-06,Atlanta Braves,Innings 7+,1
717872,2023-06-06,New York Mets,Innings 1-3,4
717867,2023-06-06,Baltimore Orioles,Innings 1-3,2
717867,2023-06-06,Baltimore Orioles,Innings 7+,1
717867,2023-06-06,Milwaukee Brewers,Innings 1-3,2
717867,2023-06-06,Milwaukee Brewers,Innings 7+,2
717868,2023-06-07,St. Louis Cardinals,Innings 1-3,2
717868,2023-06-07,St. Louis Cardinals,Innings 4-6,2
717868,2023-06-07,Texas Rangers,Innings 1-3,2
717868,2023-06-07,Texas Rangers,Innings 4-6,4
717869,2023-06-07,Colorado Rockies,Innings 4-6,2
717869,2023-06-07,Colorado Rockies,Innings 7+,2
717869,2023-06-07,San Francisco Giants,Innings 1-3,3
717869,2023-06-07,San Francisco Giants,Innings 4-6,5
717869,2023-06-07,San Francisco Giants,Innings 7+,2
717861,2023-06-07,Chicago Cubs,Innings 1-3,4
717861,2023-06-07,Los Angeles Angels,Innings 4-6,5
717861,2023-06-07,Los Angeles Angels,Innings 7+,1
717864,2023-06-07,San Diego Padres,Innings 1-3,1
717864,2023-06-07,Seattle Mariners,Innings 1-3,1
717864,2023-06-07,Seattle Mariners,Innings 4-6,1
717864,2023-06-07,Seattle Mariners,Innings 7+,2
717865,2023-06-07,Oakland Athletics,Innings 1-3,7
717865,2023-06-07,Oakland Athletics,Innings 7+,2
717865,2023-06-07,Pittsburgh Pirates,Innings 1-3,1
717865,2023-06-07,Pittsburgh Pirates,Innings 4-6,2
717865,2023-06-07,Pittsburgh Pirates,Innings 7+,2
717863,2023-06-07,San Diego Padres,Innings 1-3,4
717863,2023-06-07,San Diego Padres,Innings 4-6,4
717863,2023-06-07,San Diego Padres,Innings 7+,2
717863,2023-06-07,Seattle Mariners,Innings 7+,3
717860,2023-06-07,Kansas City Royals,Innings 1-3,1
717860,2023-06-07,Miami Marlins,Innings 1-3,3
717860,2023-06-07,Miami Marlins,Innings 7+,3
717859,2023-06-07,Minnesota Twins,Innings 7+,1
717859,2023-06-07,Tampa Bay Rays,Innings 1-3,1
717859,2023-06-07,Tampa Bay Rays,Innings 7+,1
717866,2023-06-07,Arizona Diamondbacks,Innings 1-3,3
717866,2023-06-07,Arizona Diamondbacks,Innings 7+,3
717866,2023-06-07,Washington Nationals,Innings 1-3,2
717856,2023-06-07,Houston Astros,Innings 4-6,2
717856,2023-06-07,Toronto Blue Jays,Innings 4-6,2
717856,2023-06-07,Toronto Blue Jays,Innings 7+,1
717858,2023-06-07,Boston Red Sox,Innings 1-3,1
717858,2023-06-07,Boston Red Sox,Innings 4-6,1
717858,2023-06-07,Cleveland Guardians,Innings 1-3,1
717858,2023-06-07,Cleveland Guardians,Innings 4-6,4
717853,2023-06-07,Cincinnati Reds,Innings 1-3,6
717853,2023-06-07,Cincinnati Reds,Innings 7+,2
717853,2023-06-07,Los Angeles Dodgers,Innings 1-3,6
717850,2023-06-07,Atlanta Braves,Innings 4-6,5
717850,2023-06-07,Atlanta Braves,Innings 7+,2
717850,2023-06-07,New York Mets,Innings 1-3,2
717850,2023-06-07,New York Mets,Innings 4-6,2
717850,2023-06-07,New York Mets,Innings 7+,1
717851,2023-06-07,Baltimore Orioles,Innings 7+,2
717851,2023-06-07,Milwaukee Brewers,Innings 1-3,3
717851,2023-06-07,Milwaukee Brewers,Innings 4-6,3
717851,2023-06-07,Milwaukee Brewers,Innings 7+,4
717854,2023-06-08,St. Louis Cardinals,Innings 7+,1
717852,2023-06-08,Colorado Rockies,Innings 1-3,3
717852,2023-06-08,Colorado Rockies,Innings 4-6,1
717852,2023-06-08,San Francisco Giants,Innings 7+,5
717855,2023-06-08,Chicago Cubs,Innings 4-6,2
717855,2023-06-08,Los Angeles Angels,Innings 4-6,6
717862,2023-06-08,Detroit Tigers,Innings 7+,2
717862,2023-06-08,Philadelphia Phillies,Innings 4-6,1
717862,2023-06-08,Philadelphia Phillies,Innings 7+,2
717857,2023-06-08,New York Yankees,Innings 4-6,3
717844,2023-06-08,Los Angeles Dodgers,Innings 1-3,3
717844,2023-06-08,Los Angeles Dodgers,Innings 4-6,3
717845,2023-06-08,Minnesota Twins,Innings 4-6,1
717845,2023-06-08,Minnesota Twins,Innings 7+,1
717845,2023-06-08,Tampa Bay Rays,Innings 4-6,3
717849,2023-06-08,Baltimore Orioles,Innings 7+,6
