game_pk,game_date,hitter_name
718159,2023-05-16,Max Muncy
718159,2023-05-16,Max Muncy
718159,2023-05-16,Will Smith
718154,2023-05-16,Ryan Mountcastle
718154,2023-05-16,Ryan O'Hearn
718154,2023-05-16,Mickey Moniak
718155,2023-05-16,NA
718153,2023-05-16,Jorge Soler
718153,2023-05-16,Lane Thomas
718157,2023-05-16,Aaron Judge
718157,2023-05-16,Kevin Kiermaier
718157,2023-05-16,Isiah Kiner-Falefa
718149,2023-05-16,Jarren Duran
718149,2023-05-16,Taylor Trammell
718149,2023-05-16,Triston Casas
718149,2023-05-16,Justin Turner
718150,2023-05-16,Eduardo Escobar
718150,2023-05-16,Pete Alonso
718150,2023-05-16,Jose Siri
718150,2023-05-16,Brett Baty
718150,2023-05-16,Isaac Paredes
718150,2023-05-16,Isaac Paredes
718151,2023-05-16,Brian Anderson
718151,2023-05-16,Joey Wiemer
718151,2023-05-16,Nolan Arenado
718148,2023-05-17,Ezequiel Duran
718148,2023-05-17,Sean Murphy
718148,2023-05-17,Ronald Acuna Jr.
718148,2023-05-17,Adolis Garcia
718152,2023-05-17,Seiya Suzuki
718152,2023-05-17,Matt Mervis
718147,2023-05-17,Luis Robert Jr.
718147,2023-05-17,Jake Burger
718147,2023-05-17,Gavin Sheets
718145,2023-05-17,Nick Senzel
718145,2023-05-17,Ezequiel Tovar
718146,2023-05-17,Ryan Noda
718146,2023-05-17,Lourdes Gurriel Jr.
718146,2023-05-17,Ramon Laureano
718146,2023-05-17,Nick Allen
718146,2023-05-17,Christian Walker
718144,2023-05-16,NA
718156,2023-05-17,Kyle Schwarber
718141,2023-05-17,Kyle Farmer
718142,2023-05-17,Rodolfo Castro
718138,2023-05-17,Luke Maile
718136,2023-05-17,James Outman
718136,2023-05-17,Joey Gallo
718136,2023-05-17,Byron Buxton
718139,2023-05-17,Ramon Laureano
718139,2023-05-17,Corbin Carroll
718139,2023-05-17,Christian Walker
718143,2023-05-17,Bryson Stott
718140,2023-05-17,Vinnie Pasquantino
718140,2023-05-17,Jake Cronenworth
718137,2023-05-17,Austin Hays
718137,2023-05-17,Mike Trout
718132,2023-05-17,Jorge Soler
718132,2023-05-17,Corey Dickerson
718134,2023-05-17,Danny Jansen
718133,2023-05-17,Justin Turner
718135,2023-05-17,Pete Alonso
718135,2023-05-17,Francisco Alvarez
718135,2023-05-17,Brandon Lowe
718135,2023-05-17,Mark Vientos
718135,2023-05-17,Jose Siri
718131,2023-05-17,Paul DeJong
718126,2023-05-18,Orlando Arcia
718126,2023-05-18,Ronald Acuna Jr.
718126,2023-05-18,Adolis Garcia
718126,2023-05-18,Adolis Garcia
718126,2023-05-18,Eddie Rosario
718127,2023-05-18,Jake Meyers
718127,2023-05-18,Christopher Morel
718127,2023-05-18,Seiya Suzuki
718127,2023-05-18,Alex Bregman
718127,2023-05-18,Seiya Suzuki
718129,2023-05-18,Jake Burger
718129,2023-05-18,Andrew Vaughn
718129,2023-05-18,Gavin Sheets
718128,2023-05-18,Adley Rutschman
718128,2023-05-18,Anthony Santander
718128,2023-05-18,Mike Trout
718128,2023-05-18,Shohei Ohtani
718122,2023-05-18,Josh Lowe
718122,2023-05-18,Pete Alonso
718130,2023-05-18,Jeimer Candelario
718130,2023-05-18,Bryan De La Cruz
718125,2023-05-18,Gabriel Arias
718121,2023-05-18,Anthony Volpe
718121,2023-05-18,Bo Bichette
718121,2023-05-18,Aaron Judge
718124,2023-05-18,Nolan Gorman
718124,2023-05-18,Willson Contreras
718124,2023-05-18,Max Muncy
718124,2023-05-18,Freddie Freeman
718124,2023-05-18,Nolan Arenado
718124,2023-05-18,Paul DeJong
718124,2023-05-18,Nolan Gorman
718124,2023-05-18,Juan Yepez
718124,2023-05-18,Willson Contreras
718118,2023-05-19,Bryan Reynolds
718118,2023-05-19,Geraldo Perdomo
718120,2023-05-19,Anthony Rizzo
718120,2023-05-19,Aaron Judge
718117,2023-05-19,NA
718123,2023-05-19,Keibert Ruiz
718123,2023-05-19,Lane Thomas
718123,2023-05-19,Riley Greene
718123,2023-05-19,Matt Vierling
718123,2023-05-19,Akil Baddoo
718123,2023-05-19,Zach McKinstry
718116,2023-05-19,Christopher Morel
718115,2023-05-19,Adam Frazier
718115,2023-05-19,Anthony Santander
718115,2023-05-19,Ryan Mountcastle
718119,2023-05-19,Gabriel Arias
718119,2023-05-19,Pete Alonso
718119,2023-05-19,Brett Baty
718119,2023-05-19,Francisco Alvarez
718119,2023-05-19,Josh Naylor
718110,2023-05-19,Matt Olson
718114,2023-05-20,Adolis Garcia
718112,2023-05-20,Kyle Tucker
718111,2023-05-19,NA
718113,2023-05-20,Mookie Betts
718106,2023-05-20,Willi Castro
718107,2023-05-20,Fernando Tatis Jr.
718107,2023-05-20,Rafael Devers
718107,2023-05-20,Rafael Devers
718105,2023-05-20,Bryan De La Cruz
718104,2023-05-20,Salvador Perez
718102,2023-05-20,Ryan O'Hearn
718102,2023-05-20,Danny Jansen
718102,2023-05-20,George Springer
718102,2023-05-20,Cedric Mullins
718108,2023-05-20,Jeimer Candelario
718108,2023-05-20,Spencer Torkelson
718101,2023-05-20,Pavin Smith
718101,2023-05-20,Ketel Marte
718100,2023-05-20,Corey Seager
718100,2023-05-20,Ezequiel Duran
718097,2023-05-20,Christopher Morel
718097,2023-05-20,Dansby Swanson
718097,2023-05-20,Kody Clemens
718097,2023-05-20,Kyle Schwarber
718103,2023-05-20,NA
718098,2023-05-20,Yordan Alvarez
718095,2023-05-20,Anthony Rizzo
718095,2023-05-20,Isiah Kiner-Falefa
718095,2023-05-20,Luke Maile
718093,2023-05-20,Christian Bethancourt
718093,2023-05-20,Brian Anderson
718093,2023-05-20,Owen Miller
718093,2023-05-20,Yandy Diaz
718093,2023-05-20,Harold Ramirez
718109,2023-05-20,Nolan Gorman
718109,2023-05-20,J.D. Martinez
718094,2023-05-20,Eugenio Suarez
718094,2023-05-20,Matt Olson
718096,2023-05-21,Shohei Ohtani
718096,2023-05-21,Joey Gallo
718092,2023-05-21,Fernando Tatis Jr.
718092,2023-05-21,Juan Soto
718092,2023-05-21,Enmanuel Valdez
718099,2023-05-21,Starling Marte
718099,2023-05-21,Jose Ramirez
718099,2023-05-21,Brandon Nimmo
718085,2023-05-21,Gleyber Torres
718085,2023-05-21,Harrison Bader
718089,2023-05-21,Nick Maton
718089,2023-05-21,Ildemaro Vargas
718089,2023-05-21,Riley Adams
718091,2023-05-21,Corbin Carroll
718088,2023-05-21,Christopher Morel
718088,2023-05-21,Bryson Stott
718090,2023-05-21,Jose Caballero
718090,2023-05-21,Travis d'Arnaud
718090,2023-05-21,Jarred Kelenic
718087,2023-05-21,Matt Chapman
718099,2023-05-21,Starling Marte
718099,2023-05-21,Jose Ramirez
718099,2023-05-21,Brandon Nimmo
718082,2023-05-21,Francisco Lindor
718082,2023-05-21,Jose Ramirez
718081,2023-05-21,William Contreras
718081,2023-05-21,Josh Lowe
718081,2023-05-21,Rowdy Tellez
718081,2023-05-21,Willy Adames
718086,2023-05-21,NA
718084,2023-05-21,Luis Robert Jr.
718084,2023-05-21,Michael Massey
718083,2023-05-21,Paul DeJong
718076,2023-05-21,Josh H. Smith
718076,2023-05-21,Corey Seager
718076,2023-05-21,Josh Jung
718078,2023-05-21,Nick Fortes
718078,2023-05-21,J.D. Davis
718078,2023-05-21,Patrick Bailey
718078,2023-05-21,Jorge Soler
718080,2023-05-21,Alex Kirilloff
718079,2023-05-21,Matt Carpenter
718072,2023-05-22,Mike Zunino
718075,2023-05-22,Josh Jung
718075,2023-05-22,Tucupita Marcano
718071,2023-05-22,Spencer Steer
718071,2023-05-22,Paul DeJong
718077,2023-05-22,Daulton Varsho
718077,2023-05-22,Luke Raley
718077,2023-05-22,Randy Arozarena
718077,2023-05-22,Whit Merrifield
718077,2023-05-22,Jose Siri
718073,2023-05-22,Pavin Smith
718073,2023-05-22,Bryson Stott
718073,2023-05-22,Kyle Schwarber
718073,2023-05-22,Lourdes Gurriel Jr.
718074,2023-05-22,J.D. Martinez
718074,2023-05-22,Freddie Freeman
718074,2023-05-22,J.D. Martinez
718074,2023-05-22,Eddie Rosario
718066,2023-05-22,Jackie Bradley Jr.
718066,2023-05-22,Matt Vierling
718066,2023-05-22,Salvador Perez
718066,2023-05-22,Vinnie Pasquantino
718067,2023-05-22,Kyle Garlick
718067,2023-05-22,Michael Conforto
718068,2023-05-22,Yordan Alvarez
718068,2023-05-22,Yordan Alvarez
718068,2023-05-22,Mauricio Dubon
718068,2023-05-22,Rowdy Tellez
718068,2023-05-22,Martin Maldonado
718068,2023-05-22,Corey Julks
718069,2023-05-23,Elias Diaz
718070,2023-05-23,Mickey Moniak
718062,2023-05-23,Jose Caballero
718062,2023-05-23,Jarred Kelenic
718063,2023-05-23,Yasmani Grandal
718063,2023-05-23,Will Brennan
718065,2023-05-23,Josh Jung
718059,2023-05-23,Matt McLain
718059,2023-05-23,Paul Goldschmidt
718059,2023-05-23,Paul Goldschmidt
718061,2023-05-23,Danny Jansen
718061,2023-05-23,Matt Chapman
718061,2023-05-23,Vladimir Guerrero Jr.
718061,2023-05-23,Isaac Paredes
718061,2023-05-23,George Springer
718060,2023-05-23,Gabriel Moreno
718064,2023-05-23,Jake Cronenworth
718064,2023-05-23,Juan Soto
718064,2023-05-23,Lane Thomas
718064,2023-05-23,CJ Abrams
718064,2023-05-23,Brandon Dixon
718064,2023-05-23,Xander Bogaerts
718058,2023-05-23,Aaron Judge
718058,2023-05-23,Harrison Bader
718058,2023-05-23,Gunnar Henderson
718058,2023-05-23,Cedric Mullins
718057,2023-05-23,J.D. Martinez
718057,2023-05-23,Jason Heyward
718049,2023-05-23,NA
718055,2023-05-23,Christopher Morel
718055,2023-05-23,Pete Alonso
718055,2023-05-23,Matt Mervis
718055,2023-05-23,Seiya Suzuki
718054,2023-05-23,Michael Conforto
718054,2023-05-23,Michael A. Taylor
718054,2023-05-23,Byron Buxton
718056,2023-05-23,Owen Miller
718056,2023-05-23,Joey Wiemer
718051,2023-05-24,Garrett Cooper
718051,2023-05-24,Jorge Soler
718053,2023-05-24,Mike Trout
718053,2023-05-24,Matt Thaiss
718053,2023-05-24,Mickey Moniak
718050,2023-05-24,Ty France
718050,2023-05-24,J.P. Crawford
718045,2023-05-24,Marcus Semien
718043,2023-05-24,Trea Turner
718043,2023-05-24,Evan Longoria
718047,2023-05-24,Ryan Jeffers
718047,2023-05-24,Edouard Julien
718048,2023-05-24,NA
718046,2023-05-24,Brian Anderson
718046,2023-05-24,Owen Miller
718046,2023-05-24,Willy Adames
718041,2023-05-24,Lars Nootbaar
718041,2023-05-24,Matt McLain
718041,2023-05-24,Brendan Donovan
718044,2023-05-24,Cavan Biggio
718044,2023-05-24,Jose Siri
718044,2023-05-24,Luke Raley
718052,2023-05-24,Ha-Seong Kim
718052,2023-05-24,Rougned Odor
718040,2023-05-24,Adam Frazier
718040,2023-05-24,Gleyber Torres
718040,2023-05-24,Isiah Kiner-Falefa
718040,2023-05-24,Ryan Mountcastle
718040,2023-05-24,Gleyber Torres
718042,2023-05-24,Marcell Ozuna
718042,2023-05-24,Mookie Betts
718042,2023-05-24,Matt Olson
718039,2023-05-24,Zack Short
718039,2023-05-24,Riley Greene
718038,2023-05-24,Nico Hoerner
718038,2023-05-24,Francisco Alvarez
718036,2023-05-25,Jorge Soler
718036,2023-05-25,Elias Diaz
718036,2023-05-25,Jonathan Davis
718034,2023-05-25,Connor Wong
718034,2023-05-25,Mike Trout
718034,2023-05-25,Shohei Ohtani
718034,2023-05-25,Zach Neto
718037,2023-05-25,Teoscar Hernandez
718030,2023-05-25,NA
718032,2023-05-25,NA
718033,2023-05-25,Garrett Cooper
718033,2023-05-25,Jorge Soler
718033,2023-05-25,Elias Diaz
718035,2023-05-25,Rougned Odor
718035,2023-05-25,Trent Grisham
718031,2023-05-25,Gavin Sheets
718031,2023-05-25,Akil Baddoo
718029,2023-05-25,NA
718026,2023-05-25,Austin Riley
718026,2023-05-25,Bryce Harper
718026,2023-05-25,Marcell Ozuna
718026,2023-05-25,Alec Bohm
718026,2023-05-25,Austin Riley
718024,2023-05-25,Pete Alonso
718024,2023-05-25,Dansby Swanson
718028,2023-05-25,Michael Conforto
718025,2023-05-26,Ty France
718025,2023-05-26,Ty France
718025,2023-05-26,Seth Brown
718027,2023-05-26,NA
718018,2023-05-26,Jose Siri
718018,2023-05-26,Yandy Diaz
718021,2023-05-26,Andrew Vaughn
718020,2023-05-26,Corey Seager
718020,2023-05-26,Robbie Grossman
718020,2023-05-26,Leody Taveras
718020,2023-05-26,Adley Rutschman
718023,2023-05-26,Fernando Tatis Jr.
718023,2023-05-26,Juan Soto
718022,2023-05-26,NA
718019,2023-05-26,Marcell Ozuna
718019,2023-05-26,Michael Harris II
718014,2023-05-27,Bobby Witt Jr.
718014,2023-05-27,Bobby Witt Jr.
718014,2023-05-27,Corey Dickerson
718014,2023-05-27,Lane Thomas
718013,2023-05-27,Bo Bichette
718013,2023-05-27,Kevin Kiermaier
718017,2023-05-27,J.D. Davis
718017,2023-05-27,Brett Wisely
718017,2023-05-27,Mitch Haniger
718016,2023-05-27,Charlie Blackmon
718016,2023-05-27,Ryan McMahon
718016,2023-05-27,Francisco Lindor
718015,2023-05-27,Bryan De La Cruz
718015,2023-05-27,Brandon Drury
718015,2023-05-27,Jorge Soler
718010,2023-05-27,Enrique Hernandez
718009,2023-05-27,Seth Brown
718012,2023-05-27,Bryan Reynolds
718012,2023-05-27,J.P. Crawford
718012,2023-05-27,Tucupita Marcano
718012,2023-05-27,Jack Suwinski
718012,2023-05-27,Ke'Bryan Hayes
718012,2023-05-27,Jack Suwinski
718012,2023-05-27,Carlos Santana
718012,2023-05-27,Julio Rodriguez
718012,2023-05-27,Andrew McCutchen
718006,2023-05-27,DJ LeMahieu
718006,2023-05-27,Fernando Tatis Jr.
718005,2023-05-27,Zack Short
718005,2023-05-27,Zach McKinstry
718008,2023-05-27,Daulton Varsho
718008,2023-05-27,Edouard Julien
718008,2023-05-27,Willi Castro
718008,2023-05-27,Matt Wallner
718008,2023-05-27,Willi Castro
718008,2023-05-27,Cavan Biggio
718008,2023-05-27,Bo Bichette
718001,2023-05-27,Austin Hays
718003,2023-05-27,Jeremy Pena
718000,2023-05-27,Salvador Perez
718004,2023-05-27,NA
718002,2023-05-27,Miguel Vargas
718002,2023-05-27,Harold Ramirez
718002,2023-05-27,Max Muncy
717997,2023-05-27,Sean Murphy
717999,2023-05-27,Mitch Haniger
717991,2023-05-27,Ketel Marte
718007,2023-05-27,Jonathan India
718007,2023-05-27,Jonathan India
717996,2023-05-27,Brendan Donovan
718011,2023-05-28,Ryan McMahon
718011,2023-05-28,Francisco Alvarez
718011,2023-05-28,Pete Alonso
717998,2023-05-28,Gio Urshela
717998,2023-05-28,Jorge Soler
717994,2023-05-28,Chris Taylor
717994,2023-05-28,J.D. Martinez
717994,2023-05-28,Trayce Thompson
717994,2023-05-28,Isaac Paredes
717994,2023-05-28,Max Muncy
717994,2023-05-28,Chris Taylor
717990,2023-05-28,NA
717995,2023-05-28,Harrison Bader
717995,2023-05-28,Rougned Odor
717995,2023-05-28,Aaron Judge
717995,2023-05-28,Jake Cronenworth
717993,2023-05-28,Paul Goldschmidt
717993,2023-05-28,Andrew Knizner
717993,2023-05-28,Alec Burleson
717989,2023-05-28,Akil Baddoo
717989,2023-05-28,Romy Gonzalez
717985,2023-05-28,Edward Olivares
717985,2023-05-28,MJ Melendez
717988,2023-05-28,NA
717986,2023-05-28,Blake Sabol
717986,2023-05-28,Mike Yastrzemski
717986,2023-05-28,William Contreras
717987,2023-05-28,Patrick Wisdom
717987,2023-05-28,Spencer Steer
717987,2023-05-28,Patrick Wisdom
717982,2023-05-28,Francisco Lindor
717982,2023-05-28,Ryan McMahon
717982,2023-05-28,Charlie Blackmon
717982,2023-05-28,Francisco Alvarez
717980,2023-05-28,Yordan Alvarez
717980,2023-05-28,Jeremy Pena
717980,2023-05-28,Jose Abreu
717980,2023-05-28,Jose Altuve
717980,2023-05-28,Chas McCormick
717980,2023-05-28,Jake Meyers
717980,2023-05-28,Ryan Noda
717980,2023-05-28,Yordan Alvarez
717984,2023-05-28,Nick Fortes
717981,2023-05-28,Justin Turner
717981,2023-05-28,Geraldo Perdomo
717981,2023-05-28,Corbin Carroll
717983,2023-05-28,Eugenio Suarez
717983,2023-05-28,Cal Raleigh
717983,2023-05-28,Julio Rodriguez
717992,2023-05-28,Kyle Schwarber
717992,2023-05-28,Matt Olson
717992,2023-05-28,Brandon Marsh
717992,2023-05-28,Austin Riley
717992,2023-05-28,Matt Olson
717974,2023-05-29,NA
717979,2023-05-29,Corey Seager
717975,2023-05-29,Michael Massey
717975,2023-05-29,Bobby Witt Jr.
717976,2023-05-29,NA
717977,2023-05-29,Lourdes Gurriel Jr.
717977,2023-05-29,Pavin Smith
717977,2023-05-29,Ryan McMahon
717968,2023-05-29,Ryan Jeffers
717968,2023-05-29,Jose Altuve
717968,2023-05-29,Royce Lewis
717978,2023-05-29,Jack Suwinski
717978,2023-05-29,Patrick Bailey
717978,2023-05-29,Jack Suwinski
717978,2023-05-29,Austin Slater
717970,2023-05-30,Matt Olson
717970,2023-05-30,Ryan Noda
717971,2023-05-30,Eloy Jimenez
717971,2023-05-30,Romy Gonzalez
717971,2023-05-30,Andrew Vaughn
717971,2023-05-30,Matt Thaiss
717971,2023-05-30,Brandon Drury
717973,2023-05-30,J.D. Martinez
717969,2023-05-30,Aaron Judge
717969,2023-05-30,Julio Rodriguez
717969,2023-05-30,Jake Bauers
717969,2023-05-30,Aaron Judge
717964,2023-05-30,Josh Jung
717964,2023-05-30,Andy Ibanez
717964,2023-05-30,Jake Rogers
717963,2023-05-30,Bryan De La Cruz
717967,2023-05-30,NA
717965,2023-05-30,William Contreras
717966,2023-05-30,Jose Barrero
717962,2023-05-30,Francisco Lindor
717960,2023-05-30,NA
717961,2023-05-31,Nico Hoerner
717956,2023-05-31,Chas McCormick
717956,2023-05-31,Alex Bregman
717959,2023-05-31,Romy Gonzalez
717959,2023-05-31,Shohei Ohtani
717959,2023-05-31,Taylor Ward
717955,2023-05-31,Nolan Jones
717955,2023-05-31,Corbin Carroll
717955,2023-05-31,Evan Longoria
717955,2023-05-31,Ketel Marte
717958,2023-05-31,Kevin Pillar
717952,2023-05-31,Aaron Judge
717952,2023-05-31,Greg Allen
717952,2023-05-31,Anthony Volpe
717972,2023-05-31,Connor Joe
717957,2023-05-31,Freddie Freeman
717957,2023-05-31,J.D. Martinez
717957,2023-05-31,Keibert Ruiz
717957,2023-05-31,Jason Heyward
717951,2023-05-31,NA
717943,2023-05-31,Jake Burger
717943,2023-05-31,Chad Wallach
717943,2023-05-31,Taylor Ward
717943,2023-05-31,Shohei Ohtani
717943,2023-05-31,Shohei Ohtani
717943,2023-05-31,Mike Trout
717950,2023-05-31,Jose Siri
717950,2023-05-31,Brandon Lowe
717946,2023-05-31,Gabriel Arias
717946,2023-05-31,Anthony Santander
717946,2023-05-31,Josh Bell
717946,2023-05-31,Josh Naylor
717949,2023-05-31,Ozzie Albies
717953,2023-05-31,NA
717954,2023-05-31,Keibert Ruiz
717954,2023-05-31,Mookie Betts
717954,2023-05-31,Luis Garcia
717954,2023-05-31,Jeimer Candelario
717954,2023-05-31,CJ Abrams
717954,2023-05-31,Keibert Ruiz
717954,2023-05-31,Will Smith
717954,2023-05-31,Mookie Betts
717945,2023-05-31,Gary Sanchez
717947,2023-05-31,Abraham Toro
717948,2023-05-31,Spencer Steer
717948,2023-05-31,Enmanuel Valdez
717948,2023-05-31,Masataka Yoshida
717944,2023-05-31,Mark Canha
717944,2023-05-31,Edmundo Sosa
717938,2023-06-01,Yainer Diaz
717938,2023-06-01,Jake Meyers
717940,2023-06-01,Christian Walker
717939,2023-05-31,NA
717942,2023-06-01,Matt Chapman
717942,2023-06-01,Bo Bichette
717934,2023-06-01,Mark Canha
717941,2023-06-01,Gary Sanchez
717933,2023-06-01,Ezequiel Tovar
717932,2023-06-01,Connor Wong
717932,2023-06-01,Enrique Hernandez
717937,2023-06-01,Royce Lewis
717937,2023-06-01,Michael A. Taylor
717936,2023-06-02,Brandon Drury
717931,2023-06-02,Jonathan India
717931,2023-06-02,Joey Wiemer
717927,2023-06-02,Jesus Sanchez
717930,2023-06-02,Josh Palacios
717930,2023-06-02,Ke'Bryan Hayes
717930,2023-06-02,Nolan Arenado
717930,2023-06-02,Brendan Donovan
717935,2023-06-02,Nick Castellanos
717935,2023-06-02,Luis Garcia
717935,2023-06-02,Nick Castellanos
717929,2023-06-02,Daulton Varsho
717929,2023-06-02,George Springer
717922,2023-06-02,NA
717926,2023-06-03,Corey Julks
717926,2023-06-03,Yordan Alvarez
717923,2023-06-03,Drew Waters
717923,2023-06-03,Edward Olivares
717923,2023-06-03,Ryan McMahon
717924,2023-06-02,NA
717925,2023-06-02,NA
717921,2023-06-03,Dansby Swanson
717919,2023-06-03,Eddie Rosario
717919,2023-06-03,Eddie Rosario
717917,2023-06-03,Josh Donaldson
717917,2023-06-03,Mookie Betts
717917,2023-06-03,Giancarlo Stanton
717917,2023-06-03,J.D. Martinez
717917,2023-06-03,Josh Donaldson
717917,2023-06-03,Max Muncy
717917,2023-06-03,Mookie Betts
717920,2023-06-03,Gunnar Henderson
717920,2023-06-03,LaMonte Wade Jr.
717928,2023-06-05,Justin Turner
717918,2023-06-03,NA
717885,2023-06-03,NA
717915,2023-06-03,NA
717907,2023-06-03,Nolan Gorman
717907,2023-06-03,Ke'Bryan Hayes
717907,2023-06-03,Willson Contreras
717912,2023-06-03,Mitch Garver
717912,2023-06-03,Nathaniel Lowe
717912,2023-06-03,Marcus Semien
717912,2023-06-03,Leody Taveras
717914,2023-06-03,J.T. Realmuto
717908,2023-06-03,Chas McCormick
717908,2023-06-03,Hunter Renfroe
717908,2023-06-03,Alex Bregman
717909,2023-06-03,Nick Pratto
717910,2023-06-03,NA
717911,2023-06-03,NA
717906,2023-06-03,William Contreras
717906,2023-06-03,Jake Fraley
717906,2023-06-03,Blake Perkins
717913,2023-06-03,Steven Kwan
717913,2023-06-03,Will Brennan
717913,2023-06-03,Jorge Polanco
717905,2023-06-03,Oswaldo Cabrera
717905,2023-06-03,Aaron Judge
717905,2023-06-03,Jake Bauers
717905,2023-06-03,Jake Bauers
717916,2023-06-03,NA
717903,2023-06-04,Fernando Tatis Jr.
717903,2023-06-04,Fernando Tatis Jr.
717901,2023-06-04,Ronald Acuna Jr.
717901,2023-06-04,Evan Longoria
717898,2023-06-04,Andrew Knizner
717904,2023-06-04,NA
717902,2023-06-04,Ildemaro Vargas
717902,2023-06-04,Kyle Schwarber
717902,2023-06-04,Drew Ellis
717902,2023-06-04,Kyle Schwarber
717902,2023-06-04,Drew Ellis
717902,2023-06-04,J.T. Realmuto
717900,2023-06-04,Brandon Belt
717900,2023-06-04,Starling Marte
717900,2023-06-04,Pete Alonso
717900,2023-06-04,Tommy Pham
717900,2023-06-04,Tommy Pham
717900,2023-06-04,Vladimir Guerrero Jr.
717896,2023-06-04,Garrett Cooper
717897,2023-06-04,Jake Fraley
717897,2023-06-04,Victor Caratini
717897,2023-06-04,Andruw Monasterio
717899,2023-06-04,Luis Rengifo
717899,2023-06-04,Yainer Diaz
717893,2023-06-04,Maikel Garcia
717895,2023-06-04,Willi Castro
717891,2023-06-04,Jake Burger
717891,2023-06-04,Spencer Torkelson
717894,2023-06-04,Jonah Heim
717894,2023-06-04,Corey Seager
717890,2023-06-04,Blake Sabol
717890,2023-06-04,James McCann
717892,2023-06-04,Eddie Rosario
717892,2023-06-04,Ketel Marte
717892,2023-06-04,Ozzie Albies
717892,2023-06-04,Corbin Carroll
717889,2023-06-04,Miguel Amaya
717889,2023-06-04,Trey Mancini
717889,2023-06-04,Yan Gomes
717888,2023-06-04,Anthony Volpe
717888,2023-06-04,J.D. Martinez
717928,2023-06-05,Justin Turner
717886,2023-06-05,Nick Maton
717886,2023-06-05,Trea Turner
717886,2023-06-05,Trea Turner
717887,2023-06-05,Bryan De La Cruz
717887,2023-06-05,Nick Pratto
717884,2023-06-05,NA
717878,2023-06-05,Daulton Varsho
717878,2023-06-05,Jake Meyers
717878,2023-06-05,Kyle Tucker
717878,2023-06-05,Yordan Alvarez
717878,2023-06-05,Alejandro Kirk
717878,2023-06-05,Corey Julks
717883,2023-06-05,Tyler Stephenson
717883,2023-06-05,Stuart Fairchild
717879,2023-06-05,NA
717880,2023-06-06,Gary Sanchez
717882,2023-06-06,Jose Siri
717882,2023-06-06,Luke Raley
717875,2023-06-06,Kyle Schwarber
717876,2023-06-06,Jesus Sanchez
717881,2023-06-06,Pavin Smith
717881,2023-06-06,Lane Thomas
717881,2023-06-06,Stone Garrett
717874,2023-06-06,Jace Peterson
717874,2023-06-06,Brent Rooker
717874,2023-06-06,Jace Peterson
717874,2023-06-06,Shea Langeliers
717877,2023-06-06,Josh Donaldson
717877,2023-06-06,Seby Zavala
717877,2023-06-06,Seby Zavala
717871,2023-06-06,Bo Bichette
717871,2023-06-06,Daulton Varsho
717871,2023-06-06,George Springer
717871,2023-06-06,Mauricio Dubon
717873,2023-06-06,NA
717870,2023-06-06,Freddie Freeman
717870,2023-06-06,J.D. Martinez
717872,2023-06-06,Pete Alonso
717872,2023-06-06,Francisco Lindor
717872,2023-06-06,Ozzie Albies
717867,2023-06-06,Ryan O'Hearn
717867,2023-06-06,Aaron Hicks
717868,2023-06-07,Jordan Walker
717868,2023-06-07,Willson Contreras
717868,2023-06-07,Adolis Garcia
717868,2023-06-07,Nathaniel Lowe
717868,2023-06-07,Nolan Arenado
717869,2023-06-06,NA
717861,2023-06-07,Taylor Ward
717864,2023-06-07,Julio Rodriguez
717864,2023-06-07,Teoscar Hernandez
717865,2023-06-07,Ryan Noda
717865,2023-06-07,Rodolfo Castro
717863,2023-06-07,Gary Sanchez
717860,2023-06-07,Jesus Sanchez
717859,2023-06-07,Randy Arozarena
717859,2023-06-07,Isaac Paredes
717866,2023-06-07,Corbin Carroll
717856,2023-06-07,Brandon Belt
717856,2023-06-07,Bo Bichette
717856,2023-06-07,Yordan Alvarez
717858,2023-06-07,NA
717853,2023-06-07,Will Benson
717853,2023-06-07,Tyler Stephenson
717853,2023-06-07,Will Smith
717853,2023-06-07,Miguel Vargas
717853,2023-06-07,Elly De La Cruz
717853,2023-06-07,Mookie Betts
717850,2023-06-07,Michael Harris II
717850,2023-06-07,Sean Murphy
717850,2023-06-07,Tommy Pham
717850,2023-06-07,Francisco Alvarez
717851,2023-06-07,Joey Wiemer
717851,2023-06-07,Joey Wiemer
717851,2023-06-07,Willy Adames
717854,2023-06-08,Alec Burleson
717852,2023-06-08,Nolan Jones
717855,2023-06-08,Luis Rengifo
717855,2023-06-08,Mike Trout
717862,2023-06-08,NA
717857,2023-06-08,Billy McKinney
717857,2023-06-08,Gleyber Torres
717844,2023-06-08,Chris Taylor
717845,2023-06-08,Michael A. Taylor
717845,2023-06-08,Harold Ramirez
717845,2023-06-08,Carlos Correa
717849,2023-06-08,Gunnar Henderson
717849,2023-06-08,Ramon Urias
717846,2023-06-08,Michael Conforto
717846,2023-06-08,Thairo Estrada
717848,2023-06-08,Eloy Jimenez
717848,2023-06-08,Willie Calhoun
717848,2023-06-08,Yoan Moncada
717848,2023-06-08,Luis Robert Jr.
717848,2023-06-08,Jake Burger
717857,2023-06-08,Billy McKinney
717857,2023-06-08,Gleyber Torres
717862,2023-06-08,NA
717843,2023-06-08,Alex Bregman
717842,2023-06-08,Will Brennan
717842,2023-06-08,Jose Ramirez
717842,2023-06-08,Triston Casas
717842,2023-06-08,Jose Ramirez
717842,2023-06-08,Jose Ramirez
717840,2023-06-08,Ozzie Albies
