game_pk,date,away_team,home_team,first_score
717703,2023-06-18,Tampa Bay Rays,San Diego Padres,Tampa Bay Rays
717704,2023-06-18,Chicago White Sox,Seattle Mariners,Seattle Mariners
717699,2023-06-19,St. Louis Cardinals,Washington Nationals,Washington Nationals
717692,2023-06-19,Kansas City Royals,Detroit Tigers,Kansas City Royals
717700,2023-06-19,Toronto Blue Jays,Miami Marlins,Miami Marlins
717698,2023-06-19,Chicago Cubs,Pittsburgh Pirates,Chicago Cubs
717701,2023-06-19,Colorado Rockies,Cincinnati Reds,Cincinnati Reds
717693,2023-06-19,Boston Red Sox,Minnesota Twins,Boston Red Sox
717694,2023-06-19,New York Mets,Houston Astros,New York Mets
717695,2023-06-19,Texas Rangers,Chicago White Sox,Texas Rangers
717696,2023-06-19,Arizona Diamondbacks,Milwaukee Brewers,Arizona Diamondbacks
717697,2023-06-19,San Diego Padres,San Francisco Giants,San Diego Padres
717681,2023-06-20,Kansas City Royals,Detroit Tigers,Kansas City Royals
717687,2023-06-20,Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles
717689,2023-06-20,Atlanta Braves,Philadelphia Phillies,Philadelphia Phillies
717690,2023-06-20,Toronto Blue Jays,Miami Marlins,Toronto Blue Jays
717686,2023-06-20,Chicago Cubs,Pittsburgh Pirates,Chicago Cubs
717691,2023-06-20,St. Louis Cardinals,Washington Nationals,St. Louis Cardinals
717684,2023-06-20,Seattle Mariners,New York Yankees,New York Yankees
717685,2023-06-20,Colorado Rockies,Cincinnati Reds,Colorado Rockies
717679,2023-06-20,Oakland Athletics,Cleveland Guardians,Oakland Athletics
717683,2023-06-20,Boston Red Sox,Minnesota Twins,Boston Red Sox
717682,2023-06-20,New York Mets,Houston Astros,Houston Astros
717675,2023-06-20,Texas Rangers,Chicago White Sox,Chicago White Sox
717680,2023-06-20,Arizona Diamondbacks,Milwaukee Brewers,Arizona Diamondbacks
717688,2023-06-20,San Diego Padres,San Francisco Giants,San Diego Padres
717678,2023-06-20,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Dodgers
717677,2023-06-21,Baltimore Orioles,Tampa Bay Rays,Tampa Bay Rays
717676,2023-06-21,Toronto Blue Jays,Miami Marlins,Toronto Blue Jays
717669,2023-06-21,Colorado Rockies,Cincinnati Reds,Colorado Rockies
717671,2023-06-21,Chicago Cubs,Pittsburgh Pirates,Pittsburgh Pirates
717668,2023-06-21,Kansas City Royals,Detroit Tigers,Kansas City Royals
717670,2023-06-21,New York Mets,Houston Astros,Houston Astros
717672,2023-06-21,Arizona Diamondbacks,Milwaukee Brewers,Milwaukee Brewers
717673,2023-06-21,St. Louis Cardinals,Washington Nationals,Washington Nationals
717666,2023-06-21,Seattle Mariners,New York Yankees,New York Yankees
717663,2023-06-21,Oakland Athletics,Cleveland Guardians,Oakland Athletics
717665,2023-06-21,Boston Red Sox,Minnesota Twins,Boston Red Sox
717667,2023-06-21,Texas Rangers,Chicago White Sox,Chicago White Sox
717662,2023-06-21,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Dodgers
717674,2023-06-21,San Diego Padres,San Francisco Giants,San Francisco Giants
717847,2023-06-22,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks
717657,2023-06-22,Atlanta Braves,Philadelphia Phillies,Atlanta Braves
717660,2023-06-22,Oakland Athletics,Cleveland Guardians,Oakland Athletics
717658,2023-06-22,Boston Red Sox,Minnesota Twins,Minnesota Twins
717661,2023-06-22,San Diego Padres,San Francisco Giants,San Diego Padres
717659,2023-06-22,Kansas City Royals,Tampa Bay Rays,Tampa Bay Rays
717654,2023-06-22,Pittsburgh Pirates,Miami Marlins,Miami Marlins
717652,2023-06-22,Seattle Mariners,New York Yankees,Seattle Mariners
717649,2023-06-23,Kansas City Royals,Tampa Bay Rays,Kansas City Royals
717647,2023-06-23,Minnesota Twins,Detroit Tigers,Minnesota Twins
717650,2023-06-23,Atlanta Braves,Cincinnati Reds,Atlanta Braves
717653,2023-06-23,Pittsburgh Pirates,Miami Marlins,Miami Marlins
717651,2023-06-23,Seattle Mariners,Baltimore Orioles,Seattle Mariners
717656,2023-06-23,New York Mets,Philadelphia Phillies,Philadelphia Phillies
717655,2023-06-23,Texas Rangers,New York Yankees,New York Yankees
717646,2023-06-23,Oakland Athletics,Toronto Blue Jays,Oakland Athletics
717648,2023-06-23,Milwaukee Brewers,Cleveland Guardians,Milwaukee Brewers
717645,2023-06-23,Boston Red Sox,Chicago White Sox,Chicago White Sox
717644,2023-06-23,Los Angeles Angels,Colorado Rockies,Colorado Rockies
717642,2023-06-23,Washington Nationals,San Diego Padres,San Diego Padres
717643,2023-06-23,Houston Astros,Los Angeles Dodgers,Los Angeles Dodgers
717641,2023-06-23,Arizona Diamondbacks,San Francisco Giants,Arizona Diamondbacks
717637,2023-06-24,Chicago Cubs,St. Louis Cardinals,Chicago Cubs
717628,2023-06-24,Seattle Mariners,Baltimore Orioles,Baltimore Orioles
717639,2023-06-24,Arizona Diamondbacks,San Francisco Giants,Arizona Diamondbacks
717635,2023-06-24,New York Mets,Philadelphia Phillies,New York Mets
717636,2023-06-24,Texas Rangers,New York Yankees,New York Yankees
717634,2023-06-24,Oakland Athletics,Toronto Blue Jays,Toronto Blue Jays
717632,2023-06-24,Kansas City Royals,Tampa Bay Rays,Tampa Bay Rays
717631,2023-06-24,Atlanta Braves,Cincinnati Reds,Atlanta Braves
717629,2023-06-24,Boston Red Sox,Chicago White Sox,Boston Red Sox
717630,2023-06-24,Pittsburgh Pirates,Miami Marlins,Miami Marlins
717625,2023-06-24,Milwaukee Brewers,Cleveland Guardians,Milwaukee Brewers
717626,2023-06-24,Houston Astros,Los Angeles Dodgers,Los Angeles Dodgers
717633,2023-06-24,Minnesota Twins,Detroit Tigers,Detroit Tigers
717638,2023-06-24,Washington Nationals,San Diego Padres,Washington Nationals
717640,2023-06-24,Los Angeles Angels,Colorado Rockies,Los Angeles Angels
717623,2023-06-25,Chicago Cubs,St. Louis Cardinals,Chicago Cubs
717621,2023-06-25,Minnesota Twins,Detroit Tigers,Minnesota Twins
717627,2023-06-25,Seattle Mariners,Baltimore Orioles,Seattle Mariners
717624,2023-06-25,New York Mets,Philadelphia Phillies,Philadelphia Phillies
717622,2023-06-25,Texas Rangers,New York Yankees,Texas Rangers
717617,2023-06-25,Oakland Athletics,Toronto Blue Jays,Toronto Blue Jays
717619,2023-06-25,Kansas City Royals,Tampa Bay Rays,Tampa Bay Rays
717618,2023-06-25,Atlanta Braves,Cincinnati Reds,Atlanta Braves
717620,2023-06-25,Pittsburgh Pirates,Miami Marlins,Miami Marlins
717613,2023-06-25,Milwaukee Brewers,Cleveland Guardians,Cleveland Guardians
717614,2023-06-25,Boston Red Sox,Chicago White Sox,Boston Red Sox
717616,2023-06-25,Los Angeles Angels,Colorado Rockies,Colorado Rockies
717612,2023-06-25,Arizona Diamondbacks,San Francisco Giants,Arizona Diamondbacks
717610,2023-06-25,Washington Nationals,San Diego Padres,Washington Nationals
717615,2023-06-25,Houston Astros,Los Angeles Dodgers,Los Angeles Dodgers
717611,2023-06-26,Cincinnati Reds,Baltimore Orioles,Cincinnati Reds
717607,2023-06-26,Milwaukee Brewers,New York Mets,New York Mets
717609,2023-06-26,Minnesota Twins,Atlanta Braves,Minnesota Twins
717606,2023-06-26,Detroit Tigers,Texas Rangers,Texas Rangers
717608,2023-06-26,Chicago White Sox,Los Angeles Angels,Chicago White Sox
717602,2023-06-26,Washington Nationals,Seattle Mariners,Washington Nationals
717601,2023-06-27,Cincinnati Reds,Baltimore Orioles,Baltimore Orioles
717603,2023-06-27,San Diego Padres,Pittsburgh Pirates,San Diego Padres
717604,2023-06-27,San Francisco Giants,Toronto Blue Jays,San Francisco Giants
717605,2023-06-27,Miami Marlins,Boston Red Sox,Miami Marlins
717597,2023-06-27,Milwaukee Brewers,New York Mets,New York Mets
717600,2023-06-27,Minnesota Twins,Atlanta Braves,Minnesota Twins
717598,2023-06-27,Houston Astros,St. Louis Cardinals,Houston Astros
717599,2023-06-27,Detroit Tigers,Texas Rangers,Detroit Tigers
717596,2023-06-27,Philadelphia Phillies,Chicago Cubs,Philadelphia Phillies
717591,2023-06-27,Cleveland Guardians,Kansas City Royals,Kansas City Royals
717594,2023-06-27,Los Angeles Dodgers,Colorado Rockies,Los Angeles Dodgers
717592,2023-06-27,Chicago White Sox,Los Angeles Angels,Los Angeles Angels
717590,2023-06-27,Washington Nationals,Seattle Mariners,Seattle Mariners
717593,2023-06-27,Tampa Bay Rays,Arizona Diamondbacks,Arizona Diamondbacks
717595,2023-06-27,New York Yankees,Oakland Athletics,Oakland Athletics
717588,2023-06-28,Minnesota Twins,Atlanta Braves,Atlanta Braves
717587,2023-06-28,Washington Nationals,Seattle Mariners,Washington Nationals
717589,2023-06-28,Cincinnati Reds,Baltimore Orioles,Cincinnati Reds
717585,2023-06-28,San Diego Padres,Pittsburgh Pirates,Pittsburgh Pirates
717586,2023-06-28,San Francisco Giants,Toronto Blue Jays,Toronto Blue Jays
717583,2023-06-28,Miami Marlins,Boston Red Sox,Miami Marlins
717581,2023-06-28,Milwaukee Brewers,New York Mets,Milwaukee Brewers
717582,2023-06-28,Houston Astros,St. Louis Cardinals,Houston Astros
717580,2023-06-28,Detroit Tigers,Texas Rangers,Texas Rangers
717584,2023-06-28,Philadelphia Phillies,Chicago Cubs,Philadelphia Phillies
717577,2023-06-28,Cleveland Guardians,Kansas City Royals,Cleveland Guardians
717578,2023-06-28,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies
717576,2023-06-28,Chicago White Sox,Los Angeles Angels,Chicago White Sox
717575,2023-06-28,Tampa Bay Rays,Arizona Diamondbacks,Arizona Diamondbacks
717571,2023-06-29,San Diego Padres,Pittsburgh Pirates,San Diego Padres
717570,2023-06-29,Detroit Tigers,Texas Rangers,Texas Rangers
717573,2023-06-29,Cleveland Guardians,Kansas City Royals,Cleveland Guardians
717574,2023-06-29,New York Yankees,Oakland Athletics,Oakland Athletics
717568,2023-06-29,Tampa Bay Rays,Arizona Diamondbacks,Tampa Bay Rays
717560,2023-06-29,Chicago White Sox,Los Angeles Angels,Los Angeles Angels
717569,2023-06-29,Miami Marlins,Boston Red Sox,Miami Marlins
717564,2023-06-29,San Francisco Giants,Toronto Blue Jays,Toronto Blue Jays
717565,2023-06-29,Milwaukee Brewers,New York Mets,New York Mets
717566,2023-06-29,Houston Astros,St. Louis Cardinals,Houston Astros
717567,2023-06-29,Philadelphia Phillies,Chicago Cubs,Philadelphia Phillies
717572,2023-06-29,Los Angeles Dodgers,Colorado Rockies,Los Angeles Dodgers
717559,2023-06-30,Cleveland Guardians,Chicago Cubs,Chicago Cubs
717557,2023-06-30,San Diego Padres,Cincinnati Reds,San Diego Padres
717563,2023-06-30,Washington Nationals,Philadelphia Phillies,Washington Nationals
717561,2023-06-30,Minnesota Twins,Baltimore Orioles,Minnesota Twins
717562,2023-06-30,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee Brewers
717555,2023-06-30,Boston Red Sox,Toronto Blue Jays,Boston Red Sox
717556,2023-06-30,San Francisco Giants,New York Mets,New York Mets
717558,2023-06-30,Miami Marlins,Atlanta Braves,Atlanta Braves
717554,2023-06-30,Houston Astros,Texas Rangers,Houston Astros
717552,2023-06-30,Detroit Tigers,Colorado Rockies,Colorado Rockies
717553,2023-06-30,Los Angeles Dodgers,Kansas City Royals,Los Angeles Dodgers
717549,2023-06-30,Arizona Diamondbacks,Los Angeles Angels,Arizona Diamondbacks
717551,2023-06-30,Chicago White Sox,Oakland Athletics,Chicago White Sox
717548,2023-06-30,Tampa Bay Rays,Seattle Mariners,Seattle Mariners
717550,2023-07-01,New York Yankees,St. Louis Cardinals,New York Yankees
717539,2023-07-01,San Diego Padres,Cincinnati Reds,San Diego Padres
717545,2023-07-01,New York Yankees,St. Louis Cardinals,St. Louis Cardinals
717550,2023-07-01,New York Yankees,St. Louis Cardinals,New York Yankees
717547,2023-07-01,Boston Red Sox,Toronto Blue Jays,Toronto Blue Jays
717542,2023-07-01,Houston Astros,Texas Rangers,Texas Rangers
717541,2023-07-01,Minnesota Twins,Baltimore Orioles,Minnesota Twins
717543,2023-07-01,Washington Nationals,Philadelphia Phillies,Washington Nationals
717540,2023-07-01,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee Brewers
717538,2023-07-01,Chicago White Sox,Oakland Athletics,Oakland Athletics
717535,2023-07-01,San Francisco Giants,New York Mets,New York Mets
717536,2023-07-01,Miami Marlins,Atlanta Braves,Atlanta Braves
717546,2023-07-01,Cleveland Guardians,Chicago Cubs,Cleveland Guardians
717537,2023-07-01,Los Angeles Dodgers,Kansas City Royals,Kansas City Royals
717534,2023-07-01,Tampa Bay Rays,Seattle Mariners,Seattle Mariners
717544,2023-07-01,Detroit Tigers,Colorado Rockies,Colorado Rockies
717533,2023-07-01,Arizona Diamondbacks,Los Angeles Angels,Los Angeles Angels
717529,2023-07-02,Minnesota Twins,Baltimore Orioles,Minnesota Twins
717528,2023-07-02,Washington Nationals,Philadelphia Phillies,Philadelphia Phillies
717532,2023-07-02,Miami Marlins,Atlanta Braves,Miami Marlins
717531,2023-07-02,Milwaukee Brewers,Pittsburgh Pirates,Pittsburgh Pirates
717530,2023-07-02,Boston Red Sox,Toronto Blue Jays,Boston Red Sox
717526,2023-07-02,San Diego Padres,Cincinnati Reds,Cincinnati Reds
717527,2023-07-02,Los Angeles Dodgers,Kansas City Royals,Kansas City Royals
717524,2023-07-02,New York Yankees,St. Louis Cardinals,St. Louis Cardinals
717520,2023-07-02,Houston Astros,Texas Rangers,Texas Rangers
717523,2023-07-02,Detroit Tigers,Colorado Rockies,Detroit Tigers
717522,2023-07-02,Arizona Diamondbacks,Los Angeles Angels,Los Angeles Angels
717518,2023-07-02,Chicago White Sox,Oakland Athletics,Chicago White Sox
717519,2023-07-02,Tampa Bay Rays,Seattle Mariners,Tampa Bay Rays
717521,2023-07-02,Cleveland Guardians,Chicago Cubs,Cleveland Guardians
717525,2023-07-02,San Francisco Giants,New York Mets,San Francisco Giants
717514,2023-07-03,Houston Astros,Texas Rangers,Houston Astros
717511,2023-07-03,Chicago Cubs,Milwaukee Brewers,Chicago Cubs
717517,2023-07-03,Cincinnati Reds,Washington Nationals,Cincinnati Reds
717515,2023-07-03,St. Louis Cardinals,Miami Marlins,Miami Marlins
717513,2023-07-03,Baltimore Orioles,New York Yankees,Baltimore Orioles
717512,2023-07-03,Atlanta Braves,Cleveland Guardians,Atlanta Braves
717510,2023-07-03,Kansas City Royals,Minnesota Twins,Kansas City Royals
717505,2023-07-03,Los Angeles Angels,San Diego Padres,San Diego Padres
717516,2023-07-03,Seattle Mariners,San Francisco Giants,San Francisco Giants
717506,2023-07-03,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh Pirates
717507,2023-07-04,Cincinnati Reds,Washington Nationals,Cincinnati Reds
717508,2023-07-04,Baltimore Orioles,New York Yankees,New York Yankees
717502,2023-07-04,St. Louis Cardinals,Miami Marlins,Miami Marlins
717501,2023-07-04,Texas Rangers,Boston Red Sox,Boston Red Sox
717500,2023-07-04,Kansas City Royals,Minnesota Twins,Minnesota Twins
717504,2023-07-04,Colorado Rockies,Houston Astros,Houston Astros
717498,2023-07-04,New York Mets,Arizona Diamondbacks,Arizona Diamondbacks
717499,2023-07-04,Philadelphia Phillies,Tampa Bay Rays,Philadelphia Phillies
717503,2023-07-04,Chicago Cubs,Milwaukee Brewers,Chicago Cubs
717509,2023-07-04,Seattle Mariners,San Francisco Giants,Seattle Mariners
717494,2023-07-04,Oakland Athletics,Detroit Tigers,Oakland Athletics
717497,2023-07-04,Los Angeles Angels,San Diego Padres,San Diego Padres
717495,2023-07-04,Atlanta Braves,Cleveland Guardians,Cleveland Guardians
717496,2023-07-04,Toronto Blue Jays,Chicago White Sox,Toronto Blue Jays
717492,2023-07-04,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh Pirates
717489,2023-07-05,Colorado Rockies,Houston Astros,Houston Astros
717485,2023-07-05,Oakland Athletics,Detroit Tigers,Oakland Athletics
717491,2023-07-05,Philadelphia Phillies,Tampa Bay Rays,Tampa Bay Rays
717488,2023-07-05,St. Louis Cardinals,Miami Marlins,Miami Marlins
717493,2023-07-05,Cincinnati Reds,Washington Nationals,Cincinnati Reds
717487,2023-07-05,Baltimore Orioles,New York Yankees,New York Yankees
717484,2023-07-05,Texas Rangers,Boston Red Sox,Boston Red Sox
717486,2023-07-05,Atlanta Braves,Cleveland Guardians,Atlanta Braves
717482,2023-07-05,Kansas City Royals,Minnesota Twins,Minnesota Twins
717483,2023-07-05,Chicago Cubs,Milwaukee Brewers,Chicago Cubs
717478,2023-07-05,Los Angeles Angels,San Diego Padres,Los Angeles Angels
717490,2023-07-05,Seattle Mariners,San Francisco Giants,San Francisco Giants
717477,2023-07-05,New York Mets,Arizona Diamondbacks,Arizona Diamondbacks
717479,2023-07-05,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh Pirates
717480,2023-07-06,Toronto Blue Jays,Chicago White Sox,Toronto Blue Jays
717481,2023-07-06,Cincinnati Reds,Washington Nationals,Cincinnati Reds
717476,2023-07-06,Oakland Athletics,Detroit Tigers,Detroit Tigers
717474,2023-07-06,Chicago Cubs,Milwaukee Brewers,Chicago Cubs
717468,2023-07-06,Toronto Blue Jays,Chicago White Sox,Toronto Blue Jays
717480,2023-07-06,Toronto Blue Jays,Chicago White Sox,Toronto Blue Jays
717472,2023-07-06,Philadelphia Phillies,Tampa Bay Rays,Philadelphia Phillies
717473,2023-07-06,St. Louis Cardinals,Miami Marlins,St. Louis Cardinals
717475,2023-07-06,Baltimore Orioles,New York Yankees,Baltimore Orioles
717469,2023-07-06,Kansas City Royals,Cleveland Guardians,Kansas City Royals
717471,2023-07-06,Texas Rangers,Boston Red Sox,Boston Red Sox
717467,2023-07-06,Seattle Mariners,Houston Astros,Seattle Mariners
717470,2023-07-06,New York Mets,Arizona Diamondbacks,New York Mets
717462,2023-07-06,Pittsburgh Pirates,Los Angeles Dodgers,Los Angeles Dodgers
717457,2023-07-07,Toronto Blue Jays,Detroit Tigers,Toronto Blue Jays
717460,2023-07-07,Atlanta Braves,Tampa Bay Rays,Tampa Bay Rays
717466,2023-07-07,Philadelphia Phillies,Miami Marlins,Miami Marlins
717465,2023-07-07,Texas Rangers,Washington Nationals,Texas Rangers
717464,2023-07-07,Chicago Cubs,New York Yankees,Chicago Cubs
717463,2023-07-07,Kansas City Royals,Cleveland Guardians,Cleveland Guardians
717461,2023-07-07,Oakland Athletics,Boston Red Sox,Boston Red Sox
717453,2023-07-07,Seattle Mariners,Houston Astros,Houston Astros
717458,2023-07-07,Baltimore Orioles,Minnesota Twins,Baltimore Orioles
717455,2023-07-07,St. Louis Cardinals,Chicago White Sox,St. Louis Cardinals
717459,2023-07-07,Cincinnati Reds,Milwaukee Brewers,Milwaukee Brewers
717452,2023-07-07,Pittsburgh Pirates,Arizona Diamondbacks,Arizona Diamondbacks
717454,2023-07-07,New York Mets,San Diego Padres,New York Mets
717456,2023-07-07,Los Angeles Angels,Los Angeles Dodgers,Los Angeles Dodgers
717448,2023-07-07,Colorado Rockies,San Francisco Giants,Colorado Rockies
717447,2023-07-08,Chicago Cubs,New York Yankees,New York Yankees
717442,2023-07-08,Toronto Blue Jays,Detroit Tigers,Detroit Tigers
717446,2023-07-08,Baltimore Orioles,Minnesota Twins,Baltimore Orioles
717445,2023-07-08,St. Louis Cardinals,Chicago White Sox,St. Louis Cardinals
717451,2023-07-08,Colorado Rockies,San Francisco Giants,Colorado Rockies
717450,2023-07-08,Texas Rangers,Washington Nationals,Washington Nationals
717443,2023-07-08,Kansas City Royals,Cleveland Guardians,Cleveland Guardians
717449,2023-07-08,Oakland Athletics,Boston Red Sox,Boston Red Sox
717439,2023-07-08,Pittsburgh Pirates,Arizona Diamondbacks,Pittsburgh Pirates
717438,2023-07-08,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies
717444,2023-07-08,Cincinnati Reds,Milwaukee Brewers,Milwaukee Brewers
717440,2023-07-08,Seattle Mariners,Houston Astros,Houston Astros
717441,2023-07-08,Atlanta Braves,Tampa Bay Rays,Atlanta Braves
717437,2023-07-08,Los Angeles Angels,Los Angeles Dodgers,Los Angeles Dodgers
717436,2023-07-08,New York Mets,San Diego Padres,San Diego Padres
717432,2023-07-09,Texas Rangers,Washington Nationals,Washington Nationals
717435,2023-07-09,Oakland Athletics,Boston Red Sox,Boston Red Sox
717433,2023-07-09,Chicago Cubs,New York Yankees,New York Yankees
717434,2023-07-09,Kansas City Royals,Cleveland Guardians,Cleveland Guardians
717431,2023-07-09,Toronto Blue Jays,Detroit Tigers,Detroit Tigers
717429,2023-07-09,Atlanta Braves,Tampa Bay Rays,Tampa Bay Rays
717426,2023-07-09,Philadelphia Phillies,Miami Marlins,Miami Marlins
717430,2023-07-09,Seattle Mariners,Houston Astros,Seattle Mariners
717428,2023-07-09,Baltimore Orioles,Minnesota Twins,Minnesota Twins
717424,2023-07-09,St. Louis Cardinals,Chicago White Sox,Chicago White Sox
717427,2023-07-09,Cincinnati Reds,Milwaukee Brewers,Milwaukee Brewers
717422,2023-07-09,Colorado Rockies,San Francisco Giants,San Francisco Giants
717425,2023-07-09,Pittsburgh Pirates,Arizona Diamondbacks,Pittsburgh Pirates
717423,2023-07-09,New York Mets,San Diego Padres,San Diego Padres
717418,2023-07-14,San Diego Padres,Philadelphia Phillies,San Diego Padres
717416,2023-07-14,San Francisco Giants,Pittsburgh Pirates,San Francisco Giants
717407,2023-07-14,Washington Nationals,St. Louis Cardinals,St. Louis Cardinals
717417,2023-07-14,Miami Marlins,Baltimore Orioles,Baltimore Orioles
717420,2023-07-14,Arizona Diamondbacks,Toronto Blue Jays,Toronto Blue Jays
717413,2023-07-14,Los Angeles Dodgers,New York Mets,Los Angeles Dodgers
717412,2023-07-14,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers
717414,2023-07-14,Chicago White Sox,Atlanta Braves,Atlanta Braves
717419,2023-07-14,Boston Red Sox,Chicago Cubs,Boston Red Sox
717415,2023-07-14,Cleveland Guardians,Texas Rangers,Cleveland Guardians
717410,2023-07-14,New York Yankees,Colorado Rockies,New York Yankees
717405,2023-07-14,Houston Astros,Los Angeles Angels,Los Angeles Angels
717409,2023-07-14,Minnesota Twins,Oakland Athletics,Minnesota Twins
717406,2023-07-14,Detroit Tigers,Seattle Mariners,Detroit Tigers
717411,2023-07-15,Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays
717408,2023-07-15,San Diego Padres,Philadelphia Phillies,San Diego Padres
717397,2023-07-15,San Diego Padres,Philadelphia Phillies,San Diego Padres
717411,2023-07-15,Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays
717393,2023-07-15,Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays
717407,2023-07-14,Washington Nationals,St. Louis Cardinals,St. Louis Cardinals
717403,2023-07-15,Boston Red Sox,Chicago Cubs,Chicago Cubs
717404,2023-07-15,Arizona Diamondbacks,Toronto Blue Jays,Toronto Blue Jays
717402,2023-07-15,Cleveland Guardians,Texas Rangers,Texas Rangers
717398,2023-07-15,San Francisco Giants,Pittsburgh Pirates,San Francisco Giants
717401,2023-07-15,Miami Marlins,Baltimore Orioles,Miami Marlins
717399,2023-07-15,Minnesota Twins,Oakland Athletics,Minnesota Twins
717392,2023-07-15,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers
717400,2023-07-15,Los Angeles Dodgers,New York Mets,Los Angeles Dodgers
717396,2023-07-15,Washington Nationals,St. Louis Cardinals,St. Louis Cardinals
717395,2023-07-15,Chicago White Sox,Atlanta Braves,Chicago White Sox
717394,2023-07-15,New York Yankees,Colorado Rockies,New York Yankees
717389,2023-07-15,Houston Astros,Los Angeles Angels,Los Angeles Angels
717390,2023-07-15,Detroit Tigers,Seattle Mariners,Detroit Tigers
717388,2023-07-16,San Francisco Giants,Pittsburgh Pirates,Pittsburgh Pirates
717387,2023-07-16,San Diego Padres,Philadelphia Phillies,San Diego Padres
717391,2023-07-16,Chicago White Sox,Atlanta Braves,Chicago White Sox
717384,2023-07-16,Miami Marlins,Baltimore Orioles,Baltimore Orioles
717386,2023-07-16,Arizona Diamondbacks,Toronto Blue Jays,Toronto Blue Jays
717383,2023-07-16,Milwaukee Brewers,Cincinnati Reds,Cincinnati Reds
717382,2023-07-16,Tampa Bay Rays,Kansas City Royals,Kansas City Royals
717380,2023-07-16,Washington Nationals,St. Louis Cardinals,Washington Nationals
717376,2023-07-16,Boston Red Sox,Chicago Cubs,Boston Red Sox
717377,2023-07-16,Cleveland Guardians,Texas Rangers,Cleveland Guardians
717378,2023-07-16,New York Yankees,Colorado Rockies,Colorado Rockies
717379,2023-07-16,Minnesota Twins,Oakland Athletics,Oakland Athletics
717373,2023-07-16,Detroit Tigers,Seattle Mariners,Seattle Mariners
717385,2023-07-16,Los Angeles Dodgers,New York Mets,New York Mets
717381,2023-07-16,Houston Astros,Los Angeles Angels,Houston Astros
717372,2023-07-17,Los Angeles Dodgers,Baltimore Orioles,Baltimore Orioles
717371,2023-07-17,Cleveland Guardians,Pittsburgh Pirates,Cleveland Guardians
717375,2023-07-17,San Francisco Giants,Cincinnati Reds,Cincinnati Reds
717374,2023-07-17,Miami Marlins,St. Louis Cardinals,Miami Marlins
717370,2023-07-17,Washington Nationals,Chicago Cubs,Washington Nationals
717367,2023-07-17,Tampa Bay Rays,Texas Rangers,Tampa Bay Rays
717368,2023-07-17,Detroit Tigers,Kansas City Royals,Kansas City Royals
717369,2023-07-17,New York Yankees,Los Angeles Angels,New York Yankees
717366,2023-07-17,Boston Red Sox,Oakland Athletics,Boston Red Sox
717365,2023-07-17,Minnesota Twins,Seattle Mariners,Minnesota Twins
717375,2023-07-17,San Francisco Giants,Cincinnati Reds,Cincinnati Reds
717363,2023-07-18,Milwaukee Brewers,Philadelphia Phillies,Philadelphia Phillies
717361,2023-07-18,Los Angeles Dodgers,Baltimore Orioles,Los Angeles Dodgers
717364,2023-07-18,Cleveland Guardians,Pittsburgh Pirates,Cleveland Guardians
717362,2023-07-18,San Diego Padres,Toronto Blue Jays,San Diego Padres
717360,2023-07-18,San Francisco Giants,Cincinnati Reds,San Francisco Giants
717359,2023-07-18,Chicago White Sox,New York Mets,New York Mets
717358,2023-07-18,Arizona Diamondbacks,Atlanta Braves,Arizona Diamondbacks
717357,2023-07-18,Miami Marlins,St. Louis Cardinals,Miami Marlins
717353,2023-07-18,Washington Nationals,Chicago Cubs,Washington Nationals
717354,2023-07-18,Tampa Bay Rays,Texas Rangers,Texas Rangers
717356,2023-07-18,Detroit Tigers,Kansas City Royals,Detroit Tigers
717355,2023-07-18,Houston Astros,Colorado Rockies,Houston Astros
717352,2023-07-18,New York Yankees,Los Angeles Angels,Los Angeles Angels
717349,2023-07-18,Boston Red Sox,Oakland Athletics,Oakland Athletics
717350,2023-07-18,Minnesota Twins,Seattle Mariners,Minnesota Twins
717348,2023-07-19,Cleveland Guardians,Pittsburgh Pirates,Cleveland Guardians
717343,2023-07-19,Los Angeles Dodgers,Baltimore Orioles,Los Angeles Dodgers
717346,2023-07-19,Tampa Bay Rays,Texas Rangers,Texas Rangers
717351,2023-07-19,Miami Marlins,St. Louis Cardinals,St. Louis Cardinals
717345,2023-07-19,Houston Astros,Colorado Rockies,Houston Astros
717344,2023-07-19,Boston Red Sox,Oakland Athletics,Boston Red Sox
717347,2023-07-19,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers
717338,2023-07-19,San Diego Padres,Toronto Blue Jays,San Diego Padres
717339,2023-07-19,New York Yankees,Los Angeles Angels,Los Angeles Angels
