game_pk,hitter_name,hitter_team,hrs
718222,Edward Olivares,Kansas City Royals,1
718222,Michael Massey,Kansas City Royals,1
718222,Nick Pratto,Kansas City Royals,1
718223,Spencer Steer,Cincinnati Reds,1
718216,Fernando Tatis Jr.,San Diego Padres,1
718216,Kyle Farmer,Minnesota Twins,1
718216,Rougned Odor,San Diego Padres,1
718218,Michael Massey,Kansas City Royals,1
718219,Josh Lowe,Tampa Bay Rays,1
718215,Casey Schmitt,San Francisco Giants,1
718217,Marcus Semien,Texas Rangers,1
718208,Jake Rogers,Detroit Tigers,1
718208,Julio Rodriguez,Seattle Mariners,1
718212,Jake Fraley,Cincinnati Reds,2
718212,Jazz Chisholm Jr.,Miami Marlins,1
718212,Peyton Burdick,Miami Marlins,1
718212,Tyler Stephenson,Cincinnati Reds,1
718213,Cedric Mullins,Baltimore Orioles,1
718213,Connor Joe,Pittsburgh Pirates,1
718210,Anthony Rizzo,New York Yankees,2
718210,Anthony Volpe,New York Yankees,1
718210,Jose Siri,Tampa Bay Rays,1
718210,Josh Lowe,Tampa Bay Rays,1
718210,Randy Arozarena,Tampa Bay Rays,1
718206,Daulton Varsho,Toronto Blue Jays,1
718205,Josh Naylor,Cleveland Guardians,1
718211,Connor Wong,Boston Red Sox,1
718211,Enmanuel Valdez,Boston Red Sox,1
718211,Nolan Arenado,St. Louis Cardinals,1
718211,Nolan Gorman,St. Louis Cardinals,1
718211,Willson Contreras,St. Louis Cardinals,1
718209,Christopher Morel,Chicago Cubs,1
718207,Luis Robert Jr.,Chicago White Sox,1
718207,Yordan Alvarez,Houston Astros,1
718204,Freddy Fermin,Kansas City Royals,1
718204,Owen Miller,Milwaukee Brewers,1
718202,Alec Bohm,Philadelphia Phillies,1
718202,Kyle Schwarber,Philadelphia Phillies,1
718199,Dominic Fletcher,Arizona Diamondbacks,1
718199,Evan Longoria,Arizona Diamondbacks,1
718199,Joc Pederson,San Francisco Giants,1
718199,Michael Conforto,San Francisco Giants,1
718200,Brent Rooker,Oakland Athletics,1
718200,Carlos Perez,Oakland Athletics,1
718200,Esteury Ruiz,Oakland Athletics,1
718200,Kevin Smith,Oakland Athletics,1
718200,Robbie Grossman,Texas Rangers,1
718201,Freddie Freeman,Los Angeles Dodgers,1
718201,Mookie Betts,Los Angeles Dodgers,1
718197,Aaron Judge,New York Yankees,2
718197,Kyle Higashioka,New York Yankees,1
718197,Yandy Diaz,Tampa Bay Rays,1
718194,Jarred Kelenic,Seattle Mariners,1
718194,Teoscar Hernandez,Seattle Mariners,1
718198,Bryan De La Cruz,Miami Marlins,1
718198,Jake Fraley,Cincinnati Reds,1
718198,Jazz Chisholm Jr.,Miami Marlins,1
718195,Alex Kirilloff,Minnesota Twins,2
718195,Carlos Correa,Minnesota Twins,1
718195,Joey Gallo,Minnesota Twins,1
718195,Jorge Polanco,Minnesota Twins,1
718192,Marcell Ozuna,Atlanta Braves,1
718203,CJ Abrams,Washington Nationals,1
718190,Ezequiel Duran,Texas Rangers,1
718190,Nathaniel Lowe,Texas Rangers,1
718196,Nolan Arenado,St. Louis Cardinals,1
718191,Andres Gimenez,Cleveland Guardians,1
718191,Josh Naylor,Cleveland Guardians,1
718191,Mickey Moniak,Los Angeles Angels,1
718191,Zach Neto,Los Angeles Angels,1
718193,Adley Rutschman,Baltimore Orioles,1
718193,Gunnar Henderson,Baltimore Orioles,1
718183,Christian Yelich,Milwaukee Brewers,2
718183,Salvador Perez,Kansas City Royals,1
718185,Ha-Seong Kim,San Diego Padres,1
718185,J.D. Martinez,Los Angeles Dodgers,1
718185,Juan Soto,San Diego Padres,1
718189,Luis Robert Jr.,Chicago White Sox,1
718184,Dominic Fletcher,Arizona Diamondbacks,1
718188,Bryce Harper,Philadelphia Phillies,1
718182,Josh Naylor,Cleveland Guardians,1
718180,Anthony Rizzo,New York Yankees,1
718180,Anthony Volpe,New York Yankees,1
718180,Oswaldo Cabrera,New York Yankees,1
718180,Taylor Walls,Tampa Bay Rays,1
718181,George Springer,Toronto Blue Jays,1
718181,Kevin Pillar,Atlanta Braves,1
718181,Ozzie Albies,Atlanta Braves,1
718181,Ronald Acuna Jr.,Atlanta Braves,1
718175,Christopher Morel,Chicago Cubs,1
718175,Joey Gallo,Minnesota Twins,1
718175,Michael A. Taylor,Minnesota Twins,1
718175,Seiya Suzuki,Chicago Cubs,1
718175,Trevor Larnach,Minnesota Twins,1
718176,Jake Burger,Chicago White Sox,1
718176,Luis Robert Jr.,Chicago White Sox,1
718176,Yainer Diaz,Houston Astros,1
718177,Bobby Witt Jr.,Kansas City Royals,1
718177,Brice Turang,Milwaukee Brewers,1
718177,Christian Yelich,Milwaukee Brewers,1
718177,Hunter Dozier,Kansas City Royals,1
718177,Mike Brosseau,Milwaukee Brewers,1
718177,Salvador Perez,Kansas City Royals,1
718174,Brenton Doyle,Colorado Rockies,1
718172,Adolis Garcia,Texas Rangers,1
718172,Robbie Grossman,Texas Rangers,1
718172,Shea Langeliers,Oakland Athletics,1
718168,Mookie Betts,Los Angeles Dodgers,1
718169,Michael Conforto,San Francisco Giants,1
718187,Andrew Knizner,St. Louis Cardinals,1
718187,Nolan Arenado,St. Louis Cardinals,1
718187,Paul DeJong,St. Louis Cardinals,1
718167,CJ Abrams,Washington Nationals,1
718171,Adam Frazier,Baltimore Orioles,1
718171,Anthony Santander,Baltimore Orioles,1
718171,Cedric Mullins,Baltimore Orioles,1
718171,Chad Wallach,Los Angeles Angels,1
718171,Shohei Ohtani,Los Angeles Angels,1
718164,Aaron Judge,New York Yankees,2
718164,Willie Calhoun,New York Yankees,1
718163,Cal Raleigh,Seattle Mariners,2
718163,Eugenio Suarez,Seattle Mariners,1
718166,Andrew Knizner,St. Louis Cardinals,1
718166,Nolan Arenado,St. Louis Cardinals,1
718166,Nolan Gorman,St. Louis Cardinals,1
718166,Tommy Edman,St. Louis Cardinals,1
718165,Austin Riley,Atlanta Braves,1
718165,Kevin Pillar,Atlanta Braves,1
718165,Marcell Ozuna,Atlanta Braves,1
718165,Orlando Arcia,Atlanta Braves,1
718165,Ronald Acuna Jr.,Atlanta Braves,1
718158,Alex Bregman,Houston Astros,1
718158,Christopher Morel,Chicago Cubs,1
718161,Brenton Doyle,Colorado Rockies,2
718161,Mike Moustakas,Colorado Rockies,1
718160,Geraldo Perdomo,Arizona Diamondbacks,1
718160,Jace Peterson,Oakland Athletics,1
718160,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
718170,Alec Bohm,Philadelphia Phillies,1
718170,Michael Conforto,San Francisco Giants,1
718159,Jorge Polanco,Minnesota Twins,1
718159,Max Muncy,Los Angeles Dodgers,2
718159,Trevor Larnach,Minnesota Twins,1
718159,Will Smith,Los Angeles Dodgers,1
718154,Mickey Moniak,Los Angeles Angels,1
718154,Ryan Mountcastle,Baltimore Orioles,1
718154,Ryan O'Hearn,Baltimore Orioles,1
718153,Jorge Soler,Miami Marlins,1
718153,Lane Thomas,Washington Nationals,1
718157,Aaron Judge,New York Yankees,1
718157,Isiah Kiner-Falefa,New York Yankees,1
718157,Kevin Kiermaier,Toronto Blue Jays,1
718149,Jarren Duran,Boston Red Sox,1
718149,Justin Turner,Boston Red Sox,1
718149,Taylor Trammell,Seattle Mariners,1
718149,Triston Casas,Boston Red Sox,1
718150,Brett Baty,New York Mets,1
718150,Eduardo Escobar,New York Mets,1
718150,Isaac Paredes,Tampa Bay Rays,2
718150,Jose Siri,Tampa Bay Rays,1
718150,Pete Alonso,New York Mets,1
718151,Brian Anderson,Milwaukee Brewers,1
718151,Joey Wiemer,Milwaukee Brewers,1
718151,Nolan Arenado,St. Louis Cardinals,1
718148,Adolis Garcia,Texas Rangers,1
718148,Ezequiel Duran,Texas Rangers,1
718148,Ronald Acuna Jr.,Atlanta Braves,1
718148,Sean Murphy,Atlanta Braves,1
718152,Matt Mervis,Chicago Cubs,1
718152,Seiya Suzuki,Chicago Cubs,1
718147,Gavin Sheets,Chicago White Sox,1
718147,Jake Burger,Chicago White Sox,1
718147,Luis Robert Jr.,Chicago White Sox,1
718145,Ezequiel Tovar,Colorado Rockies,1
718145,Nick Senzel,Cincinnati Reds,1
718146,Christian Walker,Arizona Diamondbacks,1
718146,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
718146,Nick Allen,Oakland Athletics,1
718146,Ramon Laureano,Oakland Athletics,1
718146,Ryan Noda,Oakland Athletics,1
718156,Kyle Schwarber,Philadelphia Phillies,1
718141,Kyle Farmer,Minnesota Twins,1
718142,Rodolfo Castro,Pittsburgh Pirates,1
718138,Luke Maile,Cincinnati Reds,1
718136,Byron Buxton,Minnesota Twins,1
718136,James Outman,Los Angeles Dodgers,1
718136,Joey Gallo,Minnesota Twins,1
718139,Christian Walker,Arizona Diamondbacks,1
718139,Corbin Carroll,Arizona Diamondbacks,1
718139,Ramon Laureano,Oakland Athletics,1
718143,Bryson Stott,Philadelphia Phillies,1
718140,Jake Cronenworth,San Diego Padres,1
718140,Vinnie Pasquantino,Kansas City Royals,1
718137,Austin Hays,Baltimore Orioles,1
718137,Mike Trout,Los Angeles Angels,1
718132,Corey Dickerson,Washington Nationals,1
718132,Jorge Soler,Miami Marlins,1
718134,Danny Jansen,Toronto Blue Jays,1
718133,Justin Turner,Boston Red Sox,1
718135,Brandon Lowe,Tampa Bay Rays,1
718135,Francisco Alvarez,New York Mets,1
718135,Jose Siri,Tampa Bay Rays,1
718135,Mark Vientos,New York Mets,1
718135,Pete Alonso,New York Mets,1
718131,Paul DeJong,St. Louis Cardinals,1
718126,Adolis Garcia,Texas Rangers,2
718126,Eddie Rosario,Atlanta Braves,1
718126,Orlando Arcia,Atlanta Braves,1
718126,Ronald Acuna Jr.,Atlanta Braves,1
718127,Alex Bregman,Houston Astros,1
718127,Christopher Morel,Chicago Cubs,1
718127,Jake Meyers,Houston Astros,1
718127,Seiya Suzuki,Chicago Cubs,2
718129,Andrew Vaughn,Chicago White Sox,1
718129,Gavin Sheets,Chicago White Sox,1
718129,Jake Burger,Chicago White Sox,1
718128,Adley Rutschman,Baltimore Orioles,1
718128,Anthony Santander,Baltimore Orioles,1
718128,Mike Trout,Los Angeles Angels,1
718128,Shohei Ohtani,Los Angeles Angels,1
718122,Josh Lowe,Tampa Bay Rays,1
718122,Pete Alonso,New York Mets,1
718130,Bryan De La Cruz,Miami Marlins,1
718130,Jeimer Candelario,Washington Nationals,1
718125,Gabriel Arias,Cleveland Guardians,1
718121,Aaron Judge,New York Yankees,1
718121,Anthony Volpe,New York Yankees,1
718121,Bo Bichette,Toronto Blue Jays,1
718124,Freddie Freeman,Los Angeles Dodgers,1
718124,Juan Yepez,St. Louis Cardinals,1
718124,Max Muncy,Los Angeles Dodgers,1
718124,Nolan Arenado,St. Louis Cardinals,1
718124,Nolan Gorman,St. Louis Cardinals,2
718124,Paul DeJong,St. Louis Cardinals,1
718124,Willson Contreras,St. Louis Cardinals,2
718118,Bryan Reynolds,Pittsburgh Pirates,1
718118,Geraldo Perdomo,Arizona Diamondbacks,1
718120,Aaron Judge,New York Yankees,1
718120,Anthony Rizzo,New York Yankees,1
718123,Akil Baddoo,Detroit Tigers,1
718123,Keibert Ruiz,Washington Nationals,1
718123,Lane Thomas,Washington Nationals,1
718123,Matt Vierling,Detroit Tigers,1
718123,Riley Greene,Detroit Tigers,1
718123,Zach McKinstry,Detroit Tigers,1
718116,Christopher Morel,Chicago Cubs,1
718115,Adam Frazier,Baltimore Orioles,1
718115,Anthony Santander,Baltimore Orioles,1
718115,Ryan Mountcastle,Baltimore Orioles,1
718119,Brett Baty,New York Mets,1
718119,Francisco Alvarez,New York Mets,1
718119,Gabriel Arias,Cleveland Guardians,1
718119,Josh Naylor,Cleveland Guardians,1
718119,Pete Alonso,New York Mets,1
718110,Matt Olson,Atlanta Braves,1
718114,Adolis Garcia,Texas Rangers,1
718112,Kyle Tucker,Houston Astros,1
718113,Mookie Betts,Los Angeles Dodgers,1
718106,Willi Castro,Minnesota Twins,1
718107,Fernando Tatis Jr.,San Diego Padres,1
718107,Rafael Devers,Boston Red Sox,2
718105,Bryan De La Cruz,Miami Marlins,1
718104,Salvador Perez,Kansas City Royals,1
718102,Cedric Mullins,Baltimore Orioles,1
718102,Danny Jansen,Toronto Blue Jays,1
718102,George Springer,Toronto Blue Jays,1
718102,Ryan O'Hearn,Baltimore Orioles,1
718108,Jeimer Candelario,Washington Nationals,1
718108,Spencer Torkelson,Detroit Tigers,1
718101,Ketel Marte,Arizona Diamondbacks,1
718101,Pavin Smith,Arizona Diamondbacks,1
718100,Corey Seager,Texas Rangers,1
718100,Ezequiel Duran,Texas Rangers,1
718097,Christopher Morel,Chicago Cubs,1
718097,Dansby Swanson,Chicago Cubs,1
718097,Kody Clemens,Philadelphia Phillies,1
718097,Kyle Schwarber,Philadelphia Phillies,1
718098,Yordan Alvarez,Houston Astros,1
718095,Anthony Rizzo,New York Yankees,1
718095,Isiah Kiner-Falefa,New York Yankees,1
718095,Luke Maile,Cincinnati Reds,1
718093,Brian Anderson,Milwaukee Brewers,1
718093,Christian Bethancourt,Tampa Bay Rays,1
718093,Harold Ramirez,Tampa Bay Rays,1
718093,Owen Miller,Milwaukee Brewers,1
718093,Yandy Diaz,Tampa Bay Rays,1
718109,J.D. Martinez,Los Angeles Dodgers,1
718109,Nolan Gorman,St. Louis Cardinals,1
718094,Eugenio Suarez,Seattle Mariners,1
718094,Matt Olson,Atlanta Braves,1
718096,Joey Gallo,Minnesota Twins,1
718096,Shohei Ohtani,Los Angeles Angels,1
718092,Enmanuel Valdez,Boston Red Sox,1
718092,Fernando Tatis Jr.,San Diego Padres,1
718092,Juan Soto,San Diego Padres,1
718099,Brandon Nimmo,New York Mets,1
718099,Jose Ramirez,Cleveland Guardians,1
718099,Starling Marte,New York Mets,1
718085,Gleyber Torres,New York Yankees,1
718085,Harrison Bader,New York Yankees,1
718089,Ildemaro Vargas,Washington Nationals,1
718089,Nick Maton,Detroit Tigers,1
718089,Riley Adams,Washington Nationals,1
718091,Corbin Carroll,Arizona Diamondbacks,1
718088,Bryson Stott,Philadelphia Phillies,1
718088,Christopher Morel,Chicago Cubs,1
718090,Jarred Kelenic,Seattle Mariners,1
718090,Jose Caballero,Seattle Mariners,1
718090,Travis d'Arnaud,Atlanta Braves,1
718087,Matt Chapman,Toronto Blue Jays,1
718082,Francisco Lindor,New York Mets,1
718082,Jose Ramirez,Cleveland Guardians,1
718081,Josh Lowe,Tampa Bay Rays,1
718081,Rowdy Tellez,Milwaukee Brewers,1
718081,William Contreras,Milwaukee Brewers,1
718081,Willy Adames,Milwaukee Brewers,1
718084,Luis Robert Jr.,Chicago White Sox,1
718084,Michael Massey,Kansas City Royals,1
718083,Paul DeJong,St. Louis Cardinals,1
718076,Corey Seager,Texas Rangers,1
718076,Josh H. Smith,Texas Rangers,1
718076,Josh Jung,Texas Rangers,1
718078,J.D. Davis,San Francisco Giants,1
718078,Jorge Soler,Miami Marlins,1
718078,Nick Fortes,Miami Marlins,1
718078,Patrick Bailey,San Francisco Giants,1
718080,Alex Kirilloff,Minnesota Twins,1
718079,Matt Carpenter,San Diego Padres,1
718072,Mike Zunino,Cleveland Guardians,1
718075,Josh Jung,Texas Rangers,1
718075,Tucupita Marcano,Pittsburgh Pirates,1
718071,Paul DeJong,St. Louis Cardinals,1
718071,Spencer Steer,Cincinnati Reds,1
718077,Daulton Varsho,Toronto Blue Jays,1
718077,Jose Siri,Tampa Bay Rays,1
718077,Luke Raley,Tampa Bay Rays,1
718077,Randy Arozarena,Tampa Bay Rays,1
718077,Whit Merrifield,Toronto Blue Jays,1
718073,Bryson Stott,Philadelphia Phillies,1
718073,Kyle Schwarber,Philadelphia Phillies,1
718073,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
718073,Pavin Smith,Arizona Diamondbacks,1
718074,Eddie Rosario,Atlanta Braves,1
718074,Freddie Freeman,Los Angeles Dodgers,1
718074,J.D. Martinez,Los Angeles Dodgers,2
718066,Jackie Bradley Jr.,Kansas City Royals,1
718066,Matt Vierling,Detroit Tigers,1
718066,Salvador Perez,Kansas City Royals,1
718066,Vinnie Pasquantino,Kansas City Royals,1
718067,Kyle Garlick,Minnesota Twins,1
718067,Michael Conforto,San Francisco Giants,1
718068,Corey Julks,Houston Astros,1
718068,Martin Maldonado,Houston Astros,1
718068,Mauricio Dubon,Houston Astros,1
718068,Rowdy Tellez,Milwaukee Brewers,1
718068,Yordan Alvarez,Houston Astros,2
718069,Elias Diaz,Colorado Rockies,1
718070,Mickey Moniak,Los Angeles Angels,1
718062,Jarred Kelenic,Seattle Mariners,1
718062,Jose Caballero,Seattle Mariners,1
718063,Will Brennan,Cleveland Guardians,1
718063,Yasmani Grandal,Chicago White Sox,1
718065,Josh Jung,Texas Rangers,1
718059,Matt McLain,Cincinnati Reds,1
718059,Paul Goldschmidt,St. Louis Cardinals,2
718061,Danny Jansen,Toronto Blue Jays,1
718061,George Springer,Toronto Blue Jays,1
718061,Isaac Paredes,Tampa Bay Rays,1
718061,Matt Chapman,Toronto Blue Jays,1
718061,Vladimir Guerrero Jr.,Toronto Blue Jays,1
718060,Gabriel Moreno,Arizona Diamondbacks,1
718064,Brandon Dixon,San Diego Padres,1
718064,CJ Abrams,Washington Nationals,1
718064,Jake Cronenworth,San Diego Padres,1
718064,Juan Soto,San Diego Padres,1
718064,Lane Thomas,Washington Nationals,1
718064,Xander Bogaerts,San Diego Padres,1
718058,Aaron Judge,New York Yankees,1
718058,Cedric Mullins,Baltimore Orioles,1
718058,Gunnar Henderson,Baltimore Orioles,1
718058,Harrison Bader,New York Yankees,1
718057,J.D. Martinez,Los Angeles Dodgers,1
718057,Jason Heyward,Los Angeles Dodgers,1
718055,Christopher Morel,Chicago Cubs,1
718055,Matt Mervis,Chicago Cubs,1
718055,Pete Alonso,New York Mets,1
718055,Seiya Suzuki,Chicago Cubs,1
718054,Byron Buxton,Minnesota Twins,1
718054,Michael A. Taylor,Minnesota Twins,1
718054,Michael Conforto,San Francisco Giants,1
718056,Joey Wiemer,Milwaukee Brewers,1
718056,Owen Miller,Milwaukee Brewers,1
718051,Garrett Cooper,Miami Marlins,1
718051,Jorge Soler,Miami Marlins,1
718053,Matt Thaiss,Los Angeles Angels,1
718053,Mickey Moniak,Los Angeles Angels,1
718053,Mike Trout,Los Angeles Angels,1
718050,J.P. Crawford,Seattle Mariners,1
718050,Ty France,Seattle Mariners,1
718045,Marcus Semien,Texas Rangers,1
718043,Evan Longoria,Arizona Diamondbacks,1
718043,Trea Turner,Philadelphia Phillies,1
718047,Edouard Julien,Minnesota Twins,1
718047,Ryan Jeffers,Minnesota Twins,1
718046,Brian Anderson,Milwaukee Brewers,1
718046,Owen Miller,Milwaukee Brewers,1
718046,Willy Adames,Milwaukee Brewers,1
718041,Brendan Donovan,St. Louis Cardinals,1
718041,Lars Nootbaar,St. Louis Cardinals,1
718041,Matt McLain,Cincinnati Reds,1
718044,Cavan Biggio,Toronto Blue Jays,1
718044,Jose Siri,Tampa Bay Rays,1
718044,Luke Raley,Tampa Bay Rays,1
718052,Ha-Seong Kim,San Diego Padres,1
718052,Rougned Odor,San Diego Padres,1
718040,Adam Frazier,Baltimore Orioles,1
718040,Gleyber Torres,New York Yankees,2
718040,Isiah Kiner-Falefa,New York Yankees,1
718040,Ryan Mountcastle,Baltimore Orioles,1
718042,Marcell Ozuna,Atlanta Braves,1
718042,Matt Olson,Atlanta Braves,1
718042,Mookie Betts,Los Angeles Dodgers,1
718039,Riley Greene,Detroit Tigers,1
718039,Zack Short,Detroit Tigers,1
718038,Francisco Alvarez,New York Mets,1
718038,Nico Hoerner,Chicago Cubs,1
718036,Elias Diaz,Colorado Rockies,1
718036,Jonathan Davis,Miami Marlins,1
718036,Jorge Soler,Miami Marlins,1
718034,Connor Wong,Boston Red Sox,1
718034,Mike Trout,Los Angeles Angels,1
718034,Shohei Ohtani,Los Angeles Angels,1
718034,Zach Neto,Los Angeles Angels,1
718037,Teoscar Hernandez,Seattle Mariners,1
718033,Elias Diaz,Colorado Rockies,1
718033,Garrett Cooper,Miami Marlins,1
718033,Jorge Soler,Miami Marlins,1
718035,Rougned Odor,San Diego Padres,1
718035,Trent Grisham,San Diego Padres,1
718031,Akil Baddoo,Detroit Tigers,1
718031,Gavin Sheets,Chicago White Sox,1
718026,Alec Bohm,Philadelphia Phillies,1
718026,Austin Riley,Atlanta Braves,2
718026,Bryce Harper,Philadelphia Phillies,1
718026,Marcell Ozuna,Atlanta Braves,1
718024,Dansby Swanson,Chicago Cubs,1
718024,Pete Alonso,New York Mets,1
718028,Michael Conforto,San Francisco Giants,1
718025,Seth Brown,Oakland Athletics,1
718025,Ty France,Seattle Mariners,2
718018,Jose Siri,Tampa Bay Rays,1
718018,Yandy Diaz,Tampa Bay Rays,1
718021,Andrew Vaughn,Chicago White Sox,1
718020,Adley Rutschman,Baltimore Orioles,1
718020,Corey Seager,Texas Rangers,1
718020,Leody Taveras,Texas Rangers,1
718020,Robbie Grossman,Texas Rangers,1
718023,Fernando Tatis Jr.,San Diego Padres,1
718023,Juan Soto,San Diego Padres,1
718019,Marcell Ozuna,Atlanta Braves,1
718019,Michael Harris II,Atlanta Braves,1
718014,Bobby Witt Jr.,Kansas City Royals,2
718014,Corey Dickerson,Washington Nationals,1
718014,Lane Thomas,Washington Nationals,1
718013,Bo Bichette,Toronto Blue Jays,1
718013,Kevin Kiermaier,Toronto Blue Jays,1
718017,Brett Wisely,San Francisco Giants,1
718017,J.D. Davis,San Francisco Giants,1
718017,Mitch Haniger,San Francisco Giants,1
718016,Charlie Blackmon,Colorado Rockies,1
718016,Francisco Lindor,New York Mets,1
718016,Ryan McMahon,Colorado Rockies,1
718015,Brandon Drury,Los Angeles Angels,1
718015,Bryan De La Cruz,Miami Marlins,1
718015,Jorge Soler,Miami Marlins,1
718010,Enrique Hernandez,Boston Red Sox,1
718009,Seth Brown,Oakland Athletics,1
718012,Andrew McCutchen,Pittsburgh Pirates,1
718012,Bryan Reynolds,Pittsburgh Pirates,1
718012,Carlos Santana,Pittsburgh Pirates,1
718012,J.P. Crawford,Seattle Mariners,1
718012,Jack Suwinski,Pittsburgh Pirates,2
718012,Julio Rodriguez,Seattle Mariners,1
718012,Ke'Bryan Hayes,Pittsburgh Pirates,1
718012,Tucupita Marcano,Pittsburgh Pirates,1
718006,DJ LeMahieu,New York Yankees,1
718006,Fernando Tatis Jr.,San Diego Padres,1
718005,Zach McKinstry,Detroit Tigers,1
718005,Zack Short,Detroit Tigers,1
718008,Bo Bichette,Toronto Blue Jays,1
718008,Cavan Biggio,Toronto Blue Jays,1
718008,Daulton Varsho,Toronto Blue Jays,1
718008,Edouard Julien,Minnesota Twins,1
718008,Matt Wallner,Minnesota Twins,1
718008,Willi Castro,Minnesota Twins,2
718001,Austin Hays,Baltimore Orioles,1
718003,Jeremy Pena,Houston Astros,1
718000,Salvador Perez,Kansas City Royals,1
718002,Harold Ramirez,Tampa Bay Rays,1
718002,Max Muncy,Los Angeles Dodgers,1
718002,Miguel Vargas,Los Angeles Dodgers,1
717997,Sean Murphy,Atlanta Braves,1
717999,Mitch Haniger,San Francisco Giants,1
717991,Ketel Marte,Arizona Diamondbacks,1
718007,Jonathan India,Cincinnati Reds,2
717996,Brendan Donovan,St. Louis Cardinals,1
718011,Francisco Alvarez,New York Mets,1
718011,Pete Alonso,New York Mets,1
718011,Ryan McMahon,Colorado Rockies,1
717998,Gio Urshela,Los Angeles Angels,1
717998,Jorge Soler,Miami Marlins,1
717994,Chris Taylor,Los Angeles Dodgers,2
717994,Isaac Paredes,Tampa Bay Rays,1
717994,J.D. Martinez,Los Angeles Dodgers,1
717994,Max Muncy,Los Angeles Dodgers,1
717994,Trayce Thompson,Los Angeles Dodgers,1
717995,Aaron Judge,New York Yankees,1
717995,Harrison Bader,New York Yankees,1
717995,Jake Cronenworth,San Diego Padres,1
717995,Rougned Odor,San Diego Padres,1
717993,Alec Burleson,St. Louis Cardinals,1
717993,Andrew Knizner,St. Louis Cardinals,1
717993,Paul Goldschmidt,St. Louis Cardinals,1
717989,Akil Baddoo,Detroit Tigers,1
717989,Romy Gonzalez,Chicago White Sox,1
717985,Edward Olivares,Kansas City Royals,1
717985,MJ Melendez,Kansas City Royals,1
717986,Blake Sabol,San Francisco Giants,1
717986,Mike Yastrzemski,San Francisco Giants,1
717986,William Contreras,Milwaukee Brewers,1
717987,Patrick Wisdom,Chicago Cubs,2
717987,Spencer Steer,Cincinnati Reds,1
717982,Charlie Blackmon,Colorado Rockies,1
717982,Francisco Alvarez,New York Mets,1
717982,Francisco Lindor,New York Mets,1
717982,Ryan McMahon,Colorado Rockies,1
717980,Chas McCormick,Houston Astros,1
717980,Jake Meyers,Houston Astros,1
717980,Jeremy Pena,Houston Astros,1
717980,Jose Abreu,Houston Astros,1
717980,Jose Altuve,Houston Astros,1
717980,Ryan Noda,Oakland Athletics,1
717980,Yordan Alvarez,Houston Astros,2
717984,Nick Fortes,Miami Marlins,1
717981,Corbin Carroll,Arizona Diamondbacks,1
717981,Geraldo Perdomo,Arizona Diamondbacks,1
717981,Justin Turner,Boston Red Sox,1
717983,Cal Raleigh,Seattle Mariners,1
717983,Eugenio Suarez,Seattle Mariners,1
717983,Julio Rodriguez,Seattle Mariners,1
717992,Austin Riley,Atlanta Braves,1
717992,Brandon Marsh,Philadelphia Phillies,1
717992,Kyle Schwarber,Philadelphia Phillies,1
717992,Matt Olson,Atlanta Braves,2
717979,Corey Seager,Texas Rangers,1
717975,Bobby Witt Jr.,Kansas City Royals,1
717975,Michael Massey,Kansas City Royals,1
717977,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717977,Pavin Smith,Arizona Diamondbacks,1
717977,Ryan McMahon,Colorado Rockies,1
717968,Jose Altuve,Houston Astros,1
717968,Royce Lewis,Minnesota Twins,1
717968,Ryan Jeffers,Minnesota Twins,1
717978,Austin Slater,San Francisco Giants,1
717978,Jack Suwinski,Pittsburgh Pirates,2
717978,Patrick Bailey,San Francisco Giants,1
717970,Matt Olson,Atlanta Braves,1
717970,Ryan Noda,Oakland Athletics,1
717971,Andrew Vaughn,Chicago White Sox,1
717971,Brandon Drury,Los Angeles Angels,1
717971,Eloy Jimenez,Chicago White Sox,1
717971,Matt Thaiss,Los Angeles Angels,1
717971,Romy Gonzalez,Chicago White Sox,1
717973,J.D. Martinez,Los Angeles Dodgers,1
717969,Aaron Judge,New York Yankees,2
717969,Jake Bauers,New York Yankees,1
717969,Julio Rodriguez,Seattle Mariners,1
717964,Andy Ibanez,Detroit Tigers,1
717964,Jake Rogers,Detroit Tigers,1
717964,Josh Jung,Texas Rangers,1
717963,Bryan De La Cruz,Miami Marlins,1
717965,William Contreras,Milwaukee Brewers,1
717966,Jose Barrero,Cincinnati Reds,1
717962,Francisco Lindor,New York Mets,1
717961,Nico Hoerner,Chicago Cubs,1
717956,Alex Bregman,Houston Astros,1
717956,Chas McCormick,Houston Astros,1
717959,Romy Gonzalez,Chicago White Sox,1
717959,Shohei Ohtani,Los Angeles Angels,1
717959,Taylor Ward,Los Angeles Angels,1
717955,Corbin Carroll,Arizona Diamondbacks,1
717955,Evan Longoria,Arizona Diamondbacks,1
717955,Ketel Marte,Arizona Diamondbacks,1
717955,Nolan Jones,Colorado Rockies,1
717958,Kevin Pillar,Atlanta Braves,1
717952,Aaron Judge,New York Yankees,1
717952,Anthony Volpe,New York Yankees,1
717952,Greg Allen,New York Yankees,1
717972,Connor Joe,Pittsburgh Pirates,1
717957,Freddie Freeman,Los Angeles Dodgers,1
717957,J.D. Martinez,Los Angeles Dodgers,1
717957,Jason Heyward,Los Angeles Dodgers,1
717957,Keibert Ruiz,Washington Nationals,1
