game_pk,hitter_name,hitter_team,hrs
717142,Giancarlo Stanton,New York Yankees,1
717142,Kyle Tucker,Houston Astros,1
717143,Brice Turang,Milwaukee Brewers,1
717143,Sal Frelick,Milwaukee Brewers,1
717145,Alec Burleson,St. Louis Cardinals,1
717145,Michael A. Taylor,Minnesota Twins,1
717145,Ryan Jeffers,Minnesota Twins,1
717146,Elly De La Cruz,Cincinnati Reds,1
717146,Spencer Steer,Cincinnati Reds,1
717144,Cade Marlowe,Seattle Mariners,1
717144,Eugenio Suarez,Seattle Mariners,1
717144,Shohei Ohtani,Los Angeles Angels,1
717137,Freddie Freeman,Los Angeles Dodgers,1
717137,Tyler Soderstrom,Oakland Athletics,1
717137,Zack Gelof,Oakland Athletics,1
717141,Austin Riley,Atlanta Braves,1
717141,Marcell Ozuna,Atlanta Braves,1
717141,Sean Murphy,Atlanta Braves,1
717139,Elly De La Cruz,Cincinnati Reds,1
717139,Joey Meneses,Washington Nationals,1
717139,Lane Thomas,Washington Nationals,2
717139,Matt McLain,Cincinnati Reds,1
717139,Nick Senzel,Cincinnati Reds,1
717135,Jose Siri,Tampa Bay Rays,1
717134,Jordan Westburg,Baltimore Orioles,1
717140,Bobby Witt Jr.,Kansas City Royals,1
717140,Michael Massey,Kansas City Royals,1
717140,Nick Castellanos,Philadelphia Phillies,1
717138,Giancarlo Stanton,New York Yankees,1
717138,Isiah Kiner-Falefa,New York Yankees,1
717138,Jake Bauers,New York Yankees,1
717138,Yainer Diaz,Houston Astros,1
717138,Yordan Alvarez,Houston Astros,1
717136,Daulton Varsho,Toronto Blue Jays,1
717136,Davis Schneider,Toronto Blue Jays,1
717136,Jarren Duran,Boston Red Sox,1
717136,Matt Chapman,Toronto Blue Jays,1
717136,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717136,Whit Merrifield,Toronto Blue Jays,1
717136,Yu Chang,Boston Red Sox,1
717132,Andres Gimenez,Cleveland Guardians,1
717133,Adolis Garcia,Texas Rangers,2
717133,Corey Seager,Texas Rangers,1
717133,Jon Berti,Miami Marlins,1
717128,Jorge Polanco,Minnesota Twins,1
717128,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717128,Max Kepler,Minnesota Twins,1
717128,Michael A. Taylor,Minnesota Twins,1
717131,Alfonso Rivas,Pittsburgh Pirates,1
717131,Bryan Reynolds,Pittsburgh Pirates,1
717131,Carlos Santana,Milwaukee Brewers,1
717131,Henry Davis,Pittsburgh Pirates,1
717131,Josh Palacios,Pittsburgh Pirates,1
717127,Nolan Arenado,St. Louis Cardinals,1
717127,Nolan Gorman,St. Louis Cardinals,2
717130,Cal Raleigh,Seattle Mariners,1
717130,Dylan Moore,Seattle Mariners,1
717130,Julio Rodriguez,Seattle Mariners,1
717130,Luis Rengifo,Los Angeles Angels,1
717130,Mickey Moniak,Los Angeles Angels,1
717130,Mike Moustakas,Los Angeles Angels,1
717130,Ty France,Seattle Mariners,1
717129,James Outman,Los Angeles Dodgers,1
717129,Juan Soto,San Diego Padres,1
717126,Gleyber Torres,New York Yankees,1
717126,Jake Bauers,New York Yankees,1
717126,Jose Altuve,Houston Astros,1
717122,Akil Baddoo,Detroit Tigers,1
717121,Dansby Swanson,Chicago Cubs,1
717121,Ian Happ,Chicago Cubs,1
717121,Jeimer Candelario,Chicago Cubs,1
717121,Matt Olson,Atlanta Braves,1
717121,Ozzie Albies,Atlanta Braves,1
717124,Corey Seager,Texas Rangers,1
717124,Jake Burger,Miami Marlins,1
717124,Josh Jung,Texas Rangers,1
717124,Nick Fortes,Miami Marlins,1
717124,Robbie Grossman,Texas Rangers,1
717120,TJ Friedl,Cincinnati Reds,1
717125,Brandon Belt,Toronto Blue Jays,1
717125,Rafael Devers,Boston Red Sox,1
717123,Alec Bohm,Philadelphia Phillies,1
717123,Bryce Harper,Philadelphia Phillies,1
717123,Freddy Fermin,Kansas City Royals,2
717123,Trea Turner,Philadelphia Phillies,1
717114,Anthony Santander,Baltimore Orioles,1
717114,Gunnar Henderson,Baltimore Orioles,1
717114,Jeff McNeil,New York Mets,1
717117,Jordan Diaz,Oakland Athletics,1
717118,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717118,Max Kepler,Minnesota Twins,1
717118,Michael A. Taylor,Minnesota Twins,1
717118,Ryan Jeffers,Minnesota Twins,2
717115,Andrew Vaughn,Chicago White Sox,1
717115,Elvis Andrus,Chicago White Sox,1
717115,Luis Robert Jr.,Chicago White Sox,1
717115,Oscar Colas,Chicago White Sox,1
717119,Ryan McMahon,Colorado Rockies,1
717119,Tyler O'Neill,St. Louis Cardinals,1
717112,Manny Machado,San Diego Padres,1
717112,Will Smith,Los Angeles Dodgers,1
717109,Randal Grichuk,Los Angeles Angels,1
717108,Gabriel Arias,Cleveland Guardians,1
717111,Davis Schneider,Toronto Blue Jays,1
717111,Triston Casas,Boston Red Sox,1
717113,Bryson Stott,Philadelphia Phillies,1
717113,Kyle Schwarber,Philadelphia Phillies,1
717113,MJ Melendez,Kansas City Royals,1
717113,Nick Castellanos,Philadelphia Phillies,1
717110,Gleyber Torres,New York Yankees,1
717110,Jake Meyers,Houston Astros,2
717110,Martin Maldonado,Houston Astros,1
717110,Yordan Alvarez,Houston Astros,1
717104,CJ Abrams,Washington Nationals,1
717104,Joey Votto,Cincinnati Reds,1
717104,Lane Thomas,Washington Nationals,1
717104,TJ Friedl,Cincinnati Reds,1
717103,Brandon Lowe,Tampa Bay Rays,1
717103,Kerry Carpenter,Detroit Tigers,1
717103,Wander Franco,Tampa Bay Rays,1
717103,Yandy Diaz,Tampa Bay Rays,1
717106,Christian Walker,Arizona Diamondbacks,1
717106,Matt Wallner,Minnesota Twins,1
717106,Max Kepler,Minnesota Twins,1
717105,Bryan Reynolds,Pittsburgh Pirates,1
717105,Connor Joe,Pittsburgh Pirates,1
717105,Endy Rodriguez,Pittsburgh Pirates,1
717098,Matt Olson,Atlanta Braves,1
717102,Adolis Garcia,Texas Rangers,1
717102,Ezequiel Duran,Texas Rangers,1
717102,Marcus Semien,Texas Rangers,1
717102,Nathaniel Lowe,Texas Rangers,1
717101,J.P. Crawford,Seattle Mariners,1
717101,Matt Thaiss,Los Angeles Angels,1
717101,Teoscar Hernandez,Seattle Mariners,1
717100,Nick Allen,Oakland Athletics,2
717093,Amed Rosario,Los Angeles Dodgers,1
717093,Freddie Freeman,Los Angeles Dodgers,1
717093,Gary Sanchez,San Diego Padres,1
717093,Jake Cronenworth,San Diego Padres,1
717093,Mookie Betts,Los Angeles Dodgers,1
718780,Shohei Ohtani,Los Angeles Angels,0
718777,Shohei Ohtani,Los Angeles Angels,0
718775,Shohei Ohtani,Los Angeles Angels,0
718769,Shohei Ohtani,Los Angeles Angels,0
718763,Shohei Ohtani,Los Angeles Angels,0
718759,Shohei Ohtani,Los Angeles Angels,0
718751,Shohei Ohtani,Los Angeles Angels,0
718743,Shohei Ohtani,Los Angeles Angels,0
718682,Shohei Ohtani,Los Angeles Angels,0
718684,Shohei Ohtani,Los Angeles Angels,0
718675,Shohei Ohtani,Los Angeles Angels,0
718663,Shohei Ohtani,Los Angeles Angels,0
718653,Shohei Ohtani,Los Angeles Angels,0
718639,Shohei Ohtani,Los Angeles Angels,0
718637,Shohei Ohtani,Los Angeles Angels,0
718634,Shohei Ohtani,Los Angeles Angels,0
718629,Shohei Ohtani,Los Angeles Angels,0
718602,Shohei Ohtani,Los Angeles Angels,0
718593,Shohei Ohtani,Los Angeles Angels,0
718584,Shohei Ohtani,Los Angeles Angels,0
718582,Shohei Ohtani,Los Angeles Angels,0
718562,Shohei Ohtani,Los Angeles Angels,0
718545,Shohei Ohtani,Los Angeles Angels,0
718549,Shohei Ohtani,Los Angeles Angels,0
718531,Shohei Ohtani,Los Angeles Angels,0
718523,Shohei Ohtani,Los Angeles Angels,0
718496,Shohei Ohtani,Los Angeles Angels,0
718492,Shohei Ohtani,Los Angeles Angels,0
718484,Shohei Ohtani,Los Angeles Angels,0
718488,Shohei Ohtani,Los Angeles Angels,0
718474,Shohei Ohtani,Los Angeles Angels,0
718459,Shohei Ohtani,Los Angeles Angels,0
718463,Shohei Ohtani,Los Angeles Angels,0
718436,Shohei Ohtani,Los Angeles Angels,0
718422,Shohei Ohtani,Los Angeles Angels,0
718418,Shohei Ohtani,Los Angeles Angels,0
718414,Shohei Ohtani,Los Angeles Angels,0
718410,Shohei Ohtani,Los Angeles Angels,0
718404,Shohei Ohtani,Los Angeles Angels,0
718379,Shohei Ohtani,Los Angeles Angels,0
718369,Shohei Ohtani,Los Angeles Angels,0
718367,Shohei Ohtani,Los Angeles Angels,0
718359,Shohei Ohtani,Los Angeles Angels,0
718337,Shohei Ohtani,Los Angeles Angels,0
718335,Shohei Ohtani,Los Angeles Angels,0
718333,Shohei Ohtani,Los Angeles Angels,0
718301,Shohei Ohtani,Los Angeles Angels,0
718294,Shohei Ohtani,Los Angeles Angels,0
718291,Shohei Ohtani,Los Angeles Angels,0
718274,Shohei Ohtani,Los Angeles Angels,0
718273,Shohei Ohtani,Los Angeles Angels,0
718256,Shohei Ohtani,Los Angeles Angels,0
718248,Shohei Ohtani,Los Angeles Angels,0
718234,Shohei Ohtani,Los Angeles Angels,0
718227,Shohei Ohtani,Los Angeles Angels,0
718214,Shohei Ohtani,Los Angeles Angels,0
718179,Shohei Ohtani,Los Angeles Angels,0
718173,Shohei Ohtani,Los Angeles Angels,0
718178,Shohei Ohtani,Los Angeles Angels,0
718186,Shohei Ohtani,Los Angeles Angels,0
718162,Shohei Ohtani,Los Angeles Angels,0
718155,Shohei Ohtani,Los Angeles Angels,0
718144,Shohei Ohtani,Los Angeles Angels,0
718117,Shohei Ohtani,Los Angeles Angels,0
718111,Shohei Ohtani,Los Angeles Angels,0
718103,Shohei Ohtani,Los Angeles Angels,0
718086,Shohei Ohtani,Los Angeles Angels,0
718049,Shohei Ohtani,Los Angeles Angels,0
718048,Shohei Ohtani,Los Angeles Angels,0
718030,Shohei Ohtani,Los Angeles Angels,0
718032,Shohei Ohtani,Los Angeles Angels,0
718029,Shohei Ohtani,Los Angeles Angels,0
718027,Shohei Ohtani,Los Angeles Angels,0
718022,Shohei Ohtani,Los Angeles Angels,0
718004,Shohei Ohtani,Los Angeles Angels,0
717990,Shohei Ohtani,Los Angeles Angels,0
717988,Shohei Ohtani,Los Angeles Angels,0
717974,Shohei Ohtani,Los Angeles Angels,0
717976,Shohei Ohtani,Los Angeles Angels,0
717967,Shohei Ohtani,Los Angeles Angels,0
717960,Shohei Ohtani,Los Angeles Angels,0
717951,Shohei Ohtani,Los Angeles Angels,0
717953,Shohei Ohtani,Los Angeles Angels,0
717939,Shohei Ohtani,Los Angeles Angels,0
717922,Shohei Ohtani,Los Angeles Angels,0
717924,Shohei Ohtani,Los Angeles Angels,0
717925,Shohei Ohtani,Los Angeles Angels,0
717918,Shohei Ohtani,Los Angeles Angels,0
717885,Shohei Ohtani,Los Angeles Angels,0
717915,Shohei Ohtani,Los Angeles Angels,0
717910,Shohei Ohtani,Los Angeles Angels,0
717911,Shohei Ohtani,Los Angeles Angels,0
717916,Shohei Ohtani,Los Angeles Angels,0
717904,Shohei Ohtani,Los Angeles Angels,0
717884,Shohei Ohtani,Los Angeles Angels,0
717879,Shohei Ohtani,Los Angeles Angels,0
717873,Shohei Ohtani,Los Angeles Angels,0
717869,Shohei Ohtani,Los Angeles Angels,0
717858,Shohei Ohtani,Los Angeles Angels,0
717862,Shohei Ohtani,Los Angeles Angels,0
717829,Shohei Ohtani,Los Angeles Angels,0
717831,Shohei Ohtani,Los Angeles Angels,0
717823,Shohei Ohtani,Los Angeles Angels,0
717774,Shohei Ohtani,Los Angeles Angels,0
717768,Shohei Ohtani,Los Angeles Angels,0
717766,Shohei Ohtani,Los Angeles Angels,0
717747,Shohei Ohtani,Los Angeles Angels,0
717736,Shohei Ohtani,Los Angeles Angels,0
717728,Shohei Ohtani,Los Angeles Angels,0
717734,Shohei Ohtani,Los Angeles Angels,0
717717,Shohei Ohtani,Los Angeles Angels,0
717715,Shohei Ohtani,Los Angeles Angels,0
717702,Shohei Ohtani,Los Angeles Angels,0
717703,Shohei Ohtani,Los Angeles Angels,0
717704,Shohei Ohtani,Los Angeles Angels,0
717698,Shohei Ohtani,Los Angeles Angels,0
717681,Shohei Ohtani,Los Angeles Angels,0
717690,Shohei Ohtani,Los Angeles Angels,0
717678,Shohei Ohtani,Los Angeles Angels,0
717674,Shohei Ohtani,Los Angeles Angels,0
717653,Shohei Ohtani,Los Angeles Angels,0
717625,Shohei Ohtani,Los Angeles Angels,0
717623,Shohei Ohtani,Los Angeles Angels,0
717604,Shohei Ohtani,Los Angeles Angels,0
717591,Shohei Ohtani,Los Angeles Angels,0
717575,Shohei Ohtani,Los Angeles Angels,0
717573,Shohei Ohtani,Los Angeles Angels,0
717546,Shohei Ohtani,Los Angeles Angels,0
717537,Shohei Ohtani,Los Angeles Angels,0
717529,Shohei Ohtani,Los Angeles Angels,0
717527,Shohei Ohtani,Los Angeles Angels,0
717511,Shohei Ohtani,Los Angeles Angels,0
717494,Shohei Ohtani,Los Angeles Angels,0
717490,Shohei Ohtani,Los Angeles Angels,0
717468,Shohei Ohtani,Los Angeles Angels,0
717458,Shohei Ohtani,Los Angeles Angels,0
717442,Shohei Ohtani,Los Angeles Angels,0
717446,Shohei Ohtani,Los Angeles Angels,0
717427,Shohei Ohtani,Los Angeles Angels,0
717412,Shohei Ohtani,Los Angeles Angels,0
717393,Shohei Ohtani,Los Angeles Angels,0
717402,Shohei Ohtani,Los Angeles Angels,0
717388,Shohei Ohtani,Los Angeles Angels,0
717386,Shohei Ohtani,Los Angeles Angels,0
717385,Shohei Ohtani,Los Angeles Angels,0
717368,Shohei Ohtani,Los Angeles Angels,0
717366,Shohei Ohtani,Los Angeles Angels,0
717338,Shohei Ohtani,Los Angeles Angels,0
717332,Shohei Ohtani,Los Angeles Angels,0
717328,Shohei Ohtani,Los Angeles Angels,0
717300,Shohei Ohtani,Los Angeles Angels,0
717302,Shohei Ohtani,Los Angeles Angels,0
717293,Shohei Ohtani,Los Angeles Angels,0
717259,Shohei Ohtani,Los Angeles Angels,0
717272,Shohei Ohtani,Los Angeles Angels,0
717248,Shohei Ohtani,Los Angeles Angels,0
717241,Shohei Ohtani,Los Angeles Angels,0
717223,Shohei Ohtani,Los Angeles Angels,0
717209,Shohei Ohtani,Los Angeles Angels,0
717195,Shohei Ohtani,Los Angeles Angels,0
717199,Shohei Ohtani,Los Angeles Angels,0
717183,Shohei Ohtani,Los Angeles Angels,0
717172,Shohei Ohtani,Los Angeles Angels,0
717157,Shohei Ohtani,Los Angeles Angels,0
717164,Shohei Ohtani,Los Angeles Angels,0
717150,Shohei Ohtani,Los Angeles Angels,0
717116,Shohei Ohtani,Los Angeles Angels,0
717107,Shohei Ohtani,Los Angeles Angels,0
717099,Shohei Ohtani,Los Angeles Angels,0
